"run_index","run_name","beta","q10","s","diff"
65,"hectorSA-0065",0.36,2,6.67188,2.3
66,"hectorSA-0066",0.36,2,5.17188,2.3
67,"hectorSA-0067",0.36,2,2.17188,2.3
68,"hectorSA-0068",0.36,2,5.92188,2.3
69,"hectorSA-0069",0.36,2,2.92188,2.3
70,"hectorSA-0070",0.36,2,1.42188,2.3
71,"hectorSA-0071",0.36,2,4.42188,2.3
72,"hectorSA-0072",0.36,2,1.79688,2.3
73,"hectorSA-0073",0.36,2,4.79688,2.3
74,"hectorSA-0074",0.36,2,6.29688,2.3
75,"hectorSA-0075",0.36,2,3.29688,2.3
76,"hectorSA-0076",0.36,2,4.04688,2.3
77,"hectorSA-0077",0.36,2,1.04688,2.3
78,"hectorSA-0078",0.36,2,2.54688,2.3
79,"hectorSA-0079",0.36,2,5.54688,2.3
80,"hectorSA-0080",0.36,2,4.98438,2.3
81,"hectorSA-0081",0.36,2,1.98438,2.3
82,"hectorSA-0082",0.36,2,3.48438,2.3
83,"hectorSA-0083",0.36,2,6.48438,2.3
84,"hectorSA-0084",0.36,2,1.23438,2.3
85,"hectorSA-0085",0.36,2,4.23438,2.3
86,"hectorSA-0086",0.36,2,5.73438,2.3
87,"hectorSA-0087",0.36,2,2.73438,2.3
88,"hectorSA-0088",0.36,2,6.85938,2.3
89,"hectorSA-0089",0.36,2,3.85938,2.3
90,"hectorSA-0090",0.36,2,2.35938,2.3
91,"hectorSA-0091",0.36,2,5.35938,2.3
92,"hectorSA-0092",0.36,2,3.10938,2.3
93,"hectorSA-0093",0.36,2,6.10938,2.3
94,"hectorSA-0094",0.36,2,4.60938,2.3
95,"hectorSA-0095",0.36,2,1.60938,2.3
96,"hectorSA-0096",0.36,2,6.57812,2.3
97,"hectorSA-0097",0.36,2,3.57812,2.3
98,"hectorSA-0098",0.36,2,2.07812,2.3
99,"hectorSA-0099",0.36,2,5.07812,2.3
100,"hectorSA-0100",0.36,2,2.82812,2.3
101,"hectorSA-0101",0.36,2,5.82812,2.3
102,"hectorSA-0102",0.36,2,4.32812,2.3
103,"hectorSA-0103",0.36,2,1.32812,2.3
104,"hectorSA-0104",0.36,2,5.45312,2.3
105,"hectorSA-0105",0.36,2,2.45312,2.3
106,"hectorSA-0106",0.36,2,3.95312,2.3
107,"hectorSA-0107",0.36,2,6.95312,2.3
108,"hectorSA-0108",0.36,2,1.70312,2.3
109,"hectorSA-0109",0.36,2,4.70312,2.3
110,"hectorSA-0110",0.36,2,6.20312,2.3
111,"hectorSA-0111",0.36,2,3.20312,2.3
112,"hectorSA-0112",0.36,2,2.26562,2.3
113,"hectorSA-0113",0.36,2,5.26562,2.3
114,"hectorSA-0114",0.36,2,6.76562,2.3
115,"hectorSA-0115",0.36,2,3.76562,2.3
116,"hectorSA-0116",0.36,2,4.51562,2.3
117,"hectorSA-0117",0.36,2,1.51562,2.3
118,"hectorSA-0118",0.36,2,3.01562,2.3
119,"hectorSA-0119",0.36,2,6.01562,2.3
120,"hectorSA-0120",0.36,2,3.39062,2.3
121,"hectorSA-0121",0.36,2,6.39062,2.3
122,"hectorSA-0122",0.36,2,4.89062,2.3
123,"hectorSA-0123",0.36,2,1.89062,2.3
124,"hectorSA-0124",0.36,2,5.64062,2.3
125,"hectorSA-0125",0.36,2,2.64062,2.3
126,"hectorSA-0126",0.36,2,1.14062,2.3
127,"hectorSA-0127",0.36,2,4.14062,2.3
128,"hectorSA-0128",0.36,2,5.71094,2.3
129,"hectorSA-0129",0.36,2,2.71094,2.3
130,"hectorSA-0130",0.36,2,1.21094,2.3
131,"hectorSA-0131",0.36,2,4.21094,2.3
132,"hectorSA-0132",0.36,2,3.46094,2.3
133,"hectorSA-0133",0.36,2,6.46094,2.3
134,"hectorSA-0134",0.36,2,4.96094,2.3
135,"hectorSA-0135",0.36,2,1.96094,2.3
136,"hectorSA-0136",0.36,2,4.58594,2.3
137,"hectorSA-0137",0.36,2,1.58594,2.3
138,"hectorSA-0138",0.36,2,3.08594,2.3
139,"hectorSA-0139",0.36,2,6.08594,2.3
140,"hectorSA-0140",0.36,2,2.33594,2.3
141,"hectorSA-0141",0.36,2,5.33594,2.3
142,"hectorSA-0142",0.36,2,6.83594,2.3
143,"hectorSA-0143",0.36,2,3.83594,2.3
144,"hectorSA-0144",0.36,2,1.39844,2.3
145,"hectorSA-0145",0.36,2,4.39844,2.3
146,"hectorSA-0146",0.36,2,5.89844,2.3
147,"hectorSA-0147",0.36,2,2.89844,2.3
148,"hectorSA-0148",0.36,2,5.14844,2.3
149,"hectorSA-0149",0.36,2,2.14844,2.3
150,"hectorSA-0150",0.36,2,3.64844,2.3
151,"hectorSA-0151",0.36,2,6.64844,2.3
152,"hectorSA-0152",0.36,2,2.52344,2.3
153,"hectorSA-0153",0.36,2,5.52344,2.3
154,"hectorSA-0154",0.36,2,4.02344,2.3
155,"hectorSA-0155",0.36,2,1.02344,2.3
156,"hectorSA-0156",0.36,2,6.27344,2.3
157,"hectorSA-0157",0.36,2,3.27344,2.3
158,"hectorSA-0158",0.36,2,1.77344,2.3
159,"hectorSA-0159",0.36,2,4.77344,2.3
160,"hectorSA-0160",0.36,2,2.99219,2.3
161,"hectorSA-0161",0.36,2,5.99219,2.3
162,"hectorSA-0162",0.36,2,4.49219,2.3
163,"hectorSA-0163",0.36,2,1.49219,2.3
164,"hectorSA-0164",0.36,2,6.74219,2.3
165,"hectorSA-0165",0.36,2,3.74219,2.3
166,"hectorSA-0166",0.36,2,2.24219,2.3
167,"hectorSA-0167",0.36,2,5.24219,2.3
168,"hectorSA-0168",0.36,2,1.11719,2.3
169,"hectorSA-0169",0.36,2,4.11719,2.3
170,"hectorSA-0170",0.36,2,5.61719,2.3
171,"hectorSA-0171",0.36,2,2.61719,2.3
172,"hectorSA-0172",0.36,2,4.86719,2.3
173,"hectorSA-0173",0.36,2,1.86719,2.3
174,"hectorSA-0174",0.36,2,3.36719,2.3
175,"hectorSA-0175",0.36,2,6.36719,2.3
176,"hectorSA-0176",0.36,2,4.30469,2.3
177,"hectorSA-0177",0.36,2,1.30469,2.3
178,"hectorSA-0178",0.36,2,2.80469,2.3
179,"hectorSA-0179",0.36,2,5.80469,2.3
180,"hectorSA-0180",0.36,2,2.05469,2.3
181,"hectorSA-0181",0.36,2,5.05469,2.3
182,"hectorSA-0182",0.36,2,6.55469,2.3
183,"hectorSA-0183",0.36,2,3.55469,2.3
184,"hectorSA-0184",0.36,2,6.17969,2.3
185,"hectorSA-0185",0.36,2,3.17969,2.3
186,"hectorSA-0186",0.36,2,1.67969,2.3
187,"hectorSA-0187",0.36,2,4.67969,2.3
188,"hectorSA-0188",0.36,2,3.92969,2.3
189,"hectorSA-0189",0.36,2,6.92969,2.3
190,"hectorSA-0190",0.36,2,5.42969,2.3
191,"hectorSA-0191",0.36,2,2.42969,2.3
192,"hectorSA-0192",0.36,2,5.38281,2.3
193,"hectorSA-0193",0.36,2,2.38281,2.3
194,"hectorSA-0194",0.36,2,3.88281,2.3
195,"hectorSA-0195",0.36,2,6.88281,2.3
196,"hectorSA-0196",0.36,2,1.63281,2.3
197,"hectorSA-0197",0.36,2,4.63281,2.3
198,"hectorSA-0198",0.36,2,6.13281,2.3
199,"hectorSA-0199",0.36,2,3.13281,2.3
200,"hectorSA-0200",0.36,2,6.50781,2.3
201,"hectorSA-0201",0.36,2,3.50781,2.3
202,"hectorSA-0202",0.36,2,2.00781,2.3
203,"hectorSA-0203",0.36,2,5.00781,2.3
204,"hectorSA-0204",0.36,2,2.75781,2.3
205,"hectorSA-0205",0.36,2,5.75781,2.3
206,"hectorSA-0206",0.36,2,4.25781,2.3
207,"hectorSA-0207",0.36,2,1.25781,2.3
208,"hectorSA-0208",0.36,2,3.32031,2.3
209,"hectorSA-0209",0.36,2,6.32031,2.3
210,"hectorSA-0210",0.36,2,4.82031,2.3
211,"hectorSA-0211",0.36,2,1.82031,2.3
212,"hectorSA-0212",0.36,2,5.57031,2.3
213,"hectorSA-0213",0.36,2,2.57031,2.3
214,"hectorSA-0214",0.36,2,1.07031,2.3
215,"hectorSA-0215",0.36,2,4.07031,2.3
216,"hectorSA-0216",0.36,2,2.19531,2.3
217,"hectorSA-0217",0.36,2,5.19531,2.3
218,"hectorSA-0218",0.36,2,6.69531,2.3
219,"hectorSA-0219",0.36,2,3.69531,2.3
220,"hectorSA-0220",0.36,2,4.44531,2.3
221,"hectorSA-0221",0.36,2,1.44531,2.3
222,"hectorSA-0222",0.36,2,2.94531,2.3
223,"hectorSA-0223",0.36,2,5.94531,2.3
224,"hectorSA-0224",0.36,2,1.91406,2.3
225,"hectorSA-0225",0.36,2,4.91406,2.3
226,"hectorSA-0226",0.36,2,6.41406,2.3
227,"hectorSA-0227",0.36,2,3.41406,2.3
228,"hectorSA-0228",0.36,2,4.16406,2.3
229,"hectorSA-0229",0.36,2,1.16406,2.3
230,"hectorSA-0230",0.36,2,2.66406,2.3
231,"hectorSA-0231",0.36,2,5.66406,2.3
232,"hectorSA-0232",0.36,2,3.78906,2.3
233,"hectorSA-0233",0.36,2,6.78906,2.3
234,"hectorSA-0234",0.36,2,5.28906,2.3
235,"hectorSA-0235",0.36,2,2.28906,2.3
236,"hectorSA-0236",0.36,2,6.03906,2.3
237,"hectorSA-0237",0.36,2,3.03906,2.3
238,"hectorSA-0238",0.36,2,1.53906,2.3
239,"hectorSA-0239",0.36,2,4.53906,2.3
240,"hectorSA-0240",0.36,2,6.97656,2.3
241,"hectorSA-0241",0.36,2,3.97656,2.3
242,"hectorSA-0242",0.36,2,2.47656,2.3
243,"hectorSA-0243",0.36,2,5.47656,2.3
244,"hectorSA-0244",0.36,2,3.22656,2.3
245,"hectorSA-0245",0.36,2,6.22656,2.3
246,"hectorSA-0246",0.36,2,4.72656,2.3
247,"hectorSA-0247",0.36,2,1.72656,2.3
248,"hectorSA-0248",0.36,2,5.10156,2.3
249,"hectorSA-0249",0.36,2,2.10156,2.3
250,"hectorSA-0250",0.36,2,3.60156,2.3
251,"hectorSA-0251",0.36,2,6.60156,2.3
252,"hectorSA-0252",0.36,2,1.35156,2.3
253,"hectorSA-0253",0.36,2,4.35156,2.3
254,"hectorSA-0254",0.36,2,5.85156,2.3
255,"hectorSA-0255",0.36,2,2.85156,2.3
256,"hectorSA-0256",0.36,2,4.92578,2.3
257,"hectorSA-0257",0.36,2,1.92578,2.3
258,"hectorSA-0258",0.36,2,3.42578,2.3
259,"hectorSA-0259",0.36,2,6.42578,2.3
260,"hectorSA-0260",0.36,2,1.17578,2.3
261,"hectorSA-0261",0.36,2,4.17578,2.3
262,"hectorSA-0262",0.36,2,5.67578,2.3
263,"hectorSA-0263",0.36,2,2.67578,2.3
264,"hectorSA-0264",0.36,2,6.80078,2.3
265,"hectorSA-0265",0.36,2,3.80078,2.3
266,"hectorSA-0266",0.36,2,2.30078,2.3
267,"hectorSA-0267",0.36,2,5.30078,2.3
268,"hectorSA-0268",0.36,2,3.05078,2.3
269,"hectorSA-0269",0.36,2,6.05078,2.3
270,"hectorSA-0270",0.36,2,4.55078,2.3
271,"hectorSA-0271",0.36,2,1.55078,2.3
272,"hectorSA-0272",0.36,2,3.98828,2.3
273,"hectorSA-0273",0.36,2,6.98828,2.3
274,"hectorSA-0274",0.36,2,5.48828,2.3
275,"hectorSA-0275",0.36,2,2.48828,2.3
276,"hectorSA-0276",0.36,2,6.23828,2.3
277,"hectorSA-0277",0.36,2,3.23828,2.3
278,"hectorSA-0278",0.36,2,1.73828,2.3
279,"hectorSA-0279",0.36,2,4.73828,2.3
280,"hectorSA-0280",0.36,2,2.11328,2.3
281,"hectorSA-0281",0.36,2,5.11328,2.3
282,"hectorSA-0282",0.36,2,6.61328,2.3
283,"hectorSA-0283",0.36,2,3.61328,2.3
284,"hectorSA-0284",0.36,2,4.36328,2.3
285,"hectorSA-0285",0.36,2,1.36328,2.3
286,"hectorSA-0286",0.36,2,2.86328,2.3
287,"hectorSA-0287",0.36,2,5.86328,2.3
288,"hectorSA-0288",0.36,2,2.39453,2.3
289,"hectorSA-0289",0.36,2,5.39453,2.3
290,"hectorSA-0290",0.36,2,6.89453,2.3
291,"hectorSA-0291",0.36,2,3.89453,2.3
292,"hectorSA-0292",0.36,2,4.64453,2.3
293,"hectorSA-0293",0.36,2,1.64453,2.3
294,"hectorSA-0294",0.36,2,3.14453,2.3
295,"hectorSA-0295",0.36,2,6.14453,2.3
296,"hectorSA-0296",0.36,2,3.51953,2.3
297,"hectorSA-0297",0.36,2,6.51953,2.3
298,"hectorSA-0298",0.36,2,5.01953,2.3
299,"hectorSA-0299",0.36,2,2.01953,2.3
300,"hectorSA-0300",0.36,2,5.76953,2.3
301,"hectorSA-0301",0.36,2,2.76953,2.3
302,"hectorSA-0302",0.36,2,1.26953,2.3
303,"hectorSA-0303",0.36,2,4.26953,2.3
304,"hectorSA-0304",0.36,2,6.33203,2.3
305,"hectorSA-0305",0.36,2,3.33203,2.3
306,"hectorSA-0306",0.36,2,1.83203,2.3
307,"hectorSA-0307",0.36,2,4.83203,2.3
308,"hectorSA-0308",0.36,2,2.58203,2.3
309,"hectorSA-0309",0.36,2,5.58203,2.3
310,"hectorSA-0310",0.36,2,4.08203,2.3
311,"hectorSA-0311",0.36,2,1.08203,2.3
312,"hectorSA-0312",0.36,2,5.20703,2.3
313,"hectorSA-0313",0.36,2,2.20703,2.3
314,"hectorSA-0314",0.36,2,3.70703,2.3
315,"hectorSA-0315",0.36,2,6.70703,2.3
316,"hectorSA-0316",0.36,2,1.45703,2.3
317,"hectorSA-0317",0.36,2,4.45703,2.3
318,"hectorSA-0318",0.36,2,5.95703,2.3
319,"hectorSA-0319",0.36,2,2.95703,2.3
320,"hectorSA-0320",0.36,2,6.00391,2.3
321,"hectorSA-0321",0.36,2,3.00391,2.3
322,"hectorSA-0322",0.36,2,1.50391,2.3
323,"hectorSA-0323",0.36,2,4.50391,2.3
324,"hectorSA-0324",0.36,2,3.75391,2.3
325,"hectorSA-0325",0.36,2,6.75391,2.3
326,"hectorSA-0326",0.36,2,5.25391,2.3
327,"hectorSA-0327",0.36,2,2.25391,2.3
328,"hectorSA-0328",0.36,2,4.12891,2.3
329,"hectorSA-0329",0.36,2,1.12891,2.3
330,"hectorSA-0330",0.36,2,2.62891,2.3
331,"hectorSA-0331",0.36,2,5.62891,2.3
332,"hectorSA-0332",0.36,2,1.87891,2.3
333,"hectorSA-0333",0.36,2,4.87891,2.3
334,"hectorSA-0334",0.36,2,6.37891,2.3
335,"hectorSA-0335",0.36,2,3.37891,2.3
336,"hectorSA-0336",0.36,2,1.31641,2.3
337,"hectorSA-0337",0.36,2,4.31641,2.3
338,"hectorSA-0338",0.36,2,5.81641,2.3
339,"hectorSA-0339",0.36,2,2.81641,2.3
340,"hectorSA-0340",0.36,2,5.06641,2.3
341,"hectorSA-0341",0.36,2,2.06641,2.3
342,"hectorSA-0342",0.36,2,3.56641,2.3
343,"hectorSA-0343",0.36,2,6.56641,2.3
344,"hectorSA-0344",0.36,2,3.19141,2.3
345,"hectorSA-0345",0.36,2,6.19141,2.3
346,"hectorSA-0346",0.36,2,4.69141,2.3
347,"hectorSA-0347",0.36,2,1.69141,2.3
348,"hectorSA-0348",0.36,2,6.94141,2.3
349,"hectorSA-0349",0.36,2,3.94141,2.3
350,"hectorSA-0350",0.36,2,2.44141,2.3
351,"hectorSA-0351",0.36,2,5.44141,2.3
352,"hectorSA-0352",0.36,2,2.72266,2.3
353,"hectorSA-0353",0.36,2,5.72266,2.3
354,"hectorSA-0354",0.36,2,4.22266,2.3
355,"hectorSA-0355",0.36,2,1.22266,2.3
356,"hectorSA-0356",0.36,2,6.47266,2.3
357,"hectorSA-0357",0.36,2,3.47266,2.3
358,"hectorSA-0358",0.36,2,1.97266,2.3
359,"hectorSA-0359",0.36,2,4.97266,2.3
360,"hectorSA-0360",0.36,2,1.59766,2.3
361,"hectorSA-0361",0.36,2,4.59766,2.3
362,"hectorSA-0362",0.36,2,6.09766,2.3
363,"hectorSA-0363",0.36,2,3.09766,2.3
364,"hectorSA-0364",0.36,2,5.34766,2.3
365,"hectorSA-0365",0.36,2,2.34766,2.3
366,"hectorSA-0366",0.36,2,3.84766,2.3
367,"hectorSA-0367",0.36,2,6.84766,2.3
368,"hectorSA-0368",0.36,2,4.41016,2.3
369,"hectorSA-0369",0.36,2,1.41016,2.3
370,"hectorSA-0370",0.36,2,2.91016,2.3
371,"hectorSA-0371",0.36,2,5.91016,2.3
372,"hectorSA-0372",0.36,2,2.16016,2.3
373,"hectorSA-0373",0.36,2,5.16016,2.3
374,"hectorSA-0374",0.36,2,6.66016,2.3
375,"hectorSA-0375",0.36,2,3.66016,2.3
376,"hectorSA-0376",0.36,2,5.53516,2.3
377,"hectorSA-0377",0.36,2,2.53516,2.3
378,"hectorSA-0378",0.36,2,1.03516,2.3
379,"hectorSA-0379",0.36,2,4.03516,2.3
380,"hectorSA-0380",0.36,2,3.28516,2.3
381,"hectorSA-0381",0.36,2,6.28516,2.3
382,"hectorSA-0382",0.36,2,4.78516,2.3
383,"hectorSA-0383",0.36,2,1.78516,2.3
384,"hectorSA-0384",0.36,2,3.58984,2.3
385,"hectorSA-0385",0.36,2,6.58984,2.3
386,"hectorSA-0386",0.36,2,5.08984,2.3
387,"hectorSA-0387",0.36,2,2.08984,2.3
388,"hectorSA-0388",0.36,2,5.83984,2.3
389,"hectorSA-0389",0.36,2,2.83984,2.3
390,"hectorSA-0390",0.36,2,1.33984,2.3
391,"hectorSA-0391",0.36,2,4.33984,2.3
392,"hectorSA-0392",0.36,2,2.46484,2.3
393,"hectorSA-0393",0.36,2,5.46484,2.3
394,"hectorSA-0394",0.36,2,6.96484,2.3
395,"hectorSA-0395",0.36,2,3.96484,2.3
396,"hectorSA-0396",0.36,2,4.71484,2.3
397,"hectorSA-0397",0.36,2,1.71484,2.3
398,"hectorSA-0398",0.36,2,3.21484,2.3
399,"hectorSA-0399",0.36,2,6.21484,2.3
400,"hectorSA-0400",0.36,2,5.27734,2.3
401,"hectorSA-0401",0.36,2,2.27734,2.3
402,"hectorSA-0402",0.36,2,3.77734,2.3
403,"hectorSA-0403",0.36,2,6.77734,2.3
404,"hectorSA-0404",0.36,2,1.52734,2.3
405,"hectorSA-0405",0.36,2,4.52734,2.3
406,"hectorSA-0406",0.36,2,6.02734,2.3
407,"hectorSA-0407",0.36,2,3.02734,2.3
408,"hectorSA-0408",0.36,2,6.40234,2.3
409,"hectorSA-0409",0.36,2,3.40234,2.3
410,"hectorSA-0410",0.36,2,1.90234,2.3
411,"hectorSA-0411",0.36,2,4.90234,2.3
412,"hectorSA-0412",0.36,2,2.65234,2.3
413,"hectorSA-0413",0.36,2,5.65234,2.3
414,"hectorSA-0414",0.36,2,4.15234,2.3
415,"hectorSA-0415",0.36,2,1.15234,2.3
416,"hectorSA-0416",0.36,2,6.68359,2.3
417,"hectorSA-0417",0.36,2,3.68359,2.3
418,"hectorSA-0418",0.36,2,2.18359,2.3
419,"hectorSA-0419",0.36,2,5.18359,2.3
420,"hectorSA-0420",0.36,2,2.93359,2.3
421,"hectorSA-0421",0.36,2,5.93359,2.3
422,"hectorSA-0422",0.36,2,4.43359,2.3
423,"hectorSA-0423",0.36,2,1.43359,2.3
424,"hectorSA-0424",0.36,2,4.80859,2.3
425,"hectorSA-0425",0.36,2,1.80859,2.3
426,"hectorSA-0426",0.36,2,3.30859,2.3
427,"hectorSA-0427",0.36,2,6.30859,2.3
428,"hectorSA-0428",0.36,2,1.05859,2.3
429,"hectorSA-0429",0.36,2,4.05859,2.3
430,"hectorSA-0430",0.36,2,5.55859,2.3
431,"hectorSA-0431",0.36,2,2.55859,2.3
432,"hectorSA-0432",0.36,2,1.99609,2.3
433,"hectorSA-0433",0.36,2,4.99609,2.3
434,"hectorSA-0434",0.36,2,6.49609,2.3
435,"hectorSA-0435",0.36,2,3.49609,2.3
436,"hectorSA-0436",0.36,2,4.24609,2.3
437,"hectorSA-0437",0.36,2,1.24609,2.3
438,"hectorSA-0438",0.36,2,2.74609,2.3
439,"hectorSA-0439",0.36,2,5.74609,2.3
440,"hectorSA-0440",0.36,2,3.87109,2.3
441,"hectorSA-0441",0.36,2,6.87109,2.3
442,"hectorSA-0442",0.36,2,5.37109,2.3
443,"hectorSA-0443",0.36,2,2.37109,2.3
444,"hectorSA-0444",0.36,2,6.12109,2.3
445,"hectorSA-0445",0.36,2,3.12109,2.3
446,"hectorSA-0446",0.36,2,1.62109,2.3
447,"hectorSA-0447",0.36,2,4.62109,2.3
448,"hectorSA-0448",0.36,2,1.66797,2.3
449,"hectorSA-0449",0.36,2,4.66797,2.3
450,"hectorSA-0450",0.36,2,6.16797,2.3
451,"hectorSA-0451",0.36,2,3.16797,2.3
452,"hectorSA-0452",0.36,2,5.41797,2.3
453,"hectorSA-0453",0.36,2,2.41797,2.3
454,"hectorSA-0454",0.36,2,3.91797,2.3
455,"hectorSA-0455",0.36,2,6.91797,2.3
456,"hectorSA-0456",0.36,2,2.79297,2.3
457,"hectorSA-0457",0.36,2,5.79297,2.3
458,"hectorSA-0458",0.36,2,4.29297,2.3
459,"hectorSA-0459",0.36,2,1.29297,2.3
460,"hectorSA-0460",0.36,2,6.54297,2.3
461,"hectorSA-0461",0.36,2,3.54297,2.3
462,"hectorSA-0462",0.36,2,2.04297,2.3
463,"hectorSA-0463",0.36,2,5.04297,2.3
464,"hectorSA-0464",0.36,2,5.60547,2.3
465,"hectorSA-0465",0.36,2,2.60547,2.3
466,"hectorSA-0466",0.36,2,1.10547,2.3
467,"hectorSA-0467",0.36,2,4.10547,2.3
468,"hectorSA-0468",0.36,2,3.35547,2.3
469,"hectorSA-0469",0.36,2,6.35547,2.3
470,"hectorSA-0470",0.36,2,4.85547,2.3
471,"hectorSA-0471",0.36,2,1.85547,2.3
472,"hectorSA-0472",0.36,2,4.48047,2.3
473,"hectorSA-0473",0.36,2,1.48047,2.3
474,"hectorSA-0474",0.36,2,2.98047,2.3
475,"hectorSA-0475",0.36,2,5.98047,2.3
476,"hectorSA-0476",0.36,2,2.23047,2.3
477,"hectorSA-0477",0.36,2,5.23047,2.3
478,"hectorSA-0478",0.36,2,6.73047,2.3
479,"hectorSA-0479",0.36,2,3.73047,2.3
480,"hectorSA-0480",0.36,2,4.01172,2.3
481,"hectorSA-0481",0.36,2,1.01172,2.3
482,"hectorSA-0482",0.36,2,2.51172,2.3
483,"hectorSA-0483",0.36,2,5.51172,2.3
484,"hectorSA-0484",0.36,2,1.76172,2.3
485,"hectorSA-0485",0.36,2,4.76172,2.3
486,"hectorSA-0486",0.36,2,6.26172,2.3
487,"hectorSA-0487",0.36,2,3.26172,2.3
488,"hectorSA-0488",0.36,2,5.88672,2.3
489,"hectorSA-0489",0.36,2,2.88672,2.3
490,"hectorSA-0490",0.36,2,1.38672,2.3
491,"hectorSA-0491",0.36,2,4.38672,2.3
492,"hectorSA-0492",0.36,2,3.63672,2.3
493,"hectorSA-0493",0.36,2,6.63672,2.3
494,"hectorSA-0494",0.36,2,5.13672,2.3
495,"hectorSA-0495",0.36,2,2.13672,2.3
496,"hectorSA-0496",0.36,2,3.07422,2.3
497,"hectorSA-0497",0.36,2,6.07422,2.3
498,"hectorSA-0498",0.36,2,4.57422,2.3
499,"hectorSA-0499",0.36,2,1.57422,2.3
500,"hectorSA-0500",0.36,2,6.82422,2.3
501,"hectorSA-0501",0.36,2,3.82422,2.3
502,"hectorSA-0502",0.36,2,2.32422,2.3
503,"hectorSA-0503",0.36,2,5.32422,2.3
504,"hectorSA-0504",0.36,2,1.19922,2.3
505,"hectorSA-0505",0.36,2,4.19922,2.3
506,"hectorSA-0506",0.36,2,5.69922,2.3
507,"hectorSA-0507",0.36,2,2.69922,2.3
508,"hectorSA-0508",0.36,2,4.94922,2.3
509,"hectorSA-0509",0.36,2,1.94922,2.3
510,"hectorSA-0510",0.36,2,3.44922,2.3
511,"hectorSA-0511",0.36,2,6.44922,2.3
512,"hectorSA-0512",0.36,2,3.17383,2.3
513,"hectorSA-0513",0.36,2,6.17383,2.3
514,"hectorSA-0514",0.36,2,4.67383,2.3
515,"hectorSA-0515",0.36,2,1.67383,2.3
516,"hectorSA-0516",0.36,2,6.92383,2.3
517,"hectorSA-0517",0.36,2,3.92383,2.3
