"run_index","run_name","beta","q10","s","diff"
1346,"hectorSA-1346",0.78076,1.28516,5.66699,1.82788
1347,"hectorSA-1347",0.28076,3.68516,2.66699,3.57788
1348,"hectorSA-1348",0.40576,0.68516,4.91699,0.51538
1349,"hectorSA-1349",0.90576,3.08516,1.91699,2.26538
1350,"hectorSA-1350",0.65576,1.88516,3.41699,1.39038
1351,"hectorSA-1351",0.15576,4.28516,6.41699,3.14038
1352,"hectorSA-1352",0.21826,0.98516,3.04199,2.48413
1353,"hectorSA-1353",0.71826,3.38516,6.04199,0.73413
1354,"hectorSA-1354",0.96826,2.18516,4.54199,3.35913
1355,"hectorSA-1355",0.46826,4.58516,1.54199,1.60913
1356,"hectorSA-1356",0.34326,1.58516,6.79199,2.92163
1357,"hectorSA-1357",0.84326,3.98516,3.79199,1.17163
1358,"hectorSA-1358",0.59326,0.38516,2.29199,3.79663
1359,"hectorSA-1359",0.09326,2.78516,5.29199,2.04663
1360,"hectorSA-1360",0.12451,0.23516,6.22949,1.49976
1361,"hectorSA-1361",0.62451,2.63516,3.22949,3.24976
1362,"hectorSA-1362",0.87451,1.43516,1.72949,0.62476
1363,"hectorSA-1363",0.37451,3.83516,4.72949,2.37476
1364,"hectorSA-1364",0.49951,2.03516,3.97949,1.93726
1365,"hectorSA-1365",0.99951,4.43516,6.97949,3.68726
1366,"hectorSA-1366",0.74951,0.83516,5.47949,1.06226
1367,"hectorSA-1367",0.24951,3.23516,2.47949,2.81226
1368,"hectorSA-1368",0.18701,1.73516,4.35449,3.90601
1369,"hectorSA-1369",0.68701,4.13516,1.35449,2.15601
1370,"hectorSA-1370",0.93701,0.53516,2.85449,3.03101
1371,"hectorSA-1371",0.43701,2.93516,5.85449,1.28101
1372,"hectorSA-1372",0.31201,1.13516,2.10449,3.46851
1373,"hectorSA-1373",0.81201,3.53516,5.10449,1.71851
1374,"hectorSA-1374",0.56201,2.33516,6.60449,2.59351
1375,"hectorSA-1375",0.06201,4.73516,3.60449,0.84351
1376,"hectorSA-1376",0.04639,1.36016,4.63574,2.97632
1377,"hectorSA-1377",0.54639,3.76016,1.63574,1.22632
1378,"hectorSA-1378",0.79639,2.56016,3.13574,3.85132
1379,"hectorSA-1379",0.29639,4.96016,6.13574,2.10132
1380,"hectorSA-1380",0.42139,1.96016,2.38574,2.53882
1381,"hectorSA-1381",0.92139,4.36016,5.38574,0.78882
1382,"hectorSA-1382",0.67139,0.76016,6.88574,3.41382
1383,"hectorSA-1383",0.17139,3.16016,3.88574,1.66382
1384,"hectorSA-1384",0.23389,2.26016,5.76074,0.57007
1385,"hectorSA-1385",0.73389,4.66016,2.76074,2.32007
1386,"hectorSA-1386",0.98389,1.06016,1.26074,1.44507
1387,"hectorSA-1387",0.48389,3.46016,4.26074,3.19507
1388,"hectorSA-1388",0.35889,0.46016,3.51074,1.00757
1389,"hectorSA-1389",0.85889,2.86016,6.51074,2.75757
1390,"hectorSA-1390",0.60889,1.66016,5.01074,1.88257
1391,"hectorSA-1391",0.10889,4.06016,2.01074,3.63257
1392,"hectorSA-1392",0.07764,1.51016,2.57324,3.52319
1393,"hectorSA-1393",0.57764,3.91016,5.57324,1.77319
1394,"hectorSA-1394",0.82764,0.31016,4.07324,2.64819
1395,"hectorSA-1395",0.32764,2.71016,1.07324,0.89819
1396,"hectorSA-1396",0.45264,0.91016,6.32324,3.96069
1397,"hectorSA-1397",0.95264,3.31016,3.32324,2.21069
1398,"hectorSA-1398",0.70264,2.11016,1.82324,3.08569
1399,"hectorSA-1399",0.20264,4.51016,4.82324,1.33569
1400,"hectorSA-1400",0.14014,0.61016,1.44824,1.99194
1401,"hectorSA-1401",0.64014,3.01016,4.44824,3.74194
1402,"hectorSA-1402",0.89014,1.81016,5.94824,1.11694
1403,"hectorSA-1403",0.39014,4.21016,2.94824,2.86694
1404,"hectorSA-1404",0.26514,2.41016,5.19824,1.55444
1405,"hectorSA-1405",0.76514,4.81016,2.19824,3.30444
1406,"hectorSA-1406",0.51514,1.21016,3.69824,0.67944
1407,"hectorSA-1407",0.01514,3.61016,6.69824,2.42944
1408,"hectorSA-1408",0.01123,1.60391,5.40918,0.91187
1409,"hectorSA-1409",0.51123,4.00391,2.40918,2.66187
1410,"hectorSA-1410",0.76123,0.40391,3.90918,1.78687
1411,"hectorSA-1411",0.26123,2.80391,6.90918,3.53687
1412,"hectorSA-1412",0.38623,1.00391,1.65918,1.34937
1413,"hectorSA-1413",0.88623,3.40391,4.65918,3.09937
1414,"hectorSA-1414",0.63623,2.20391,6.15918,2.22437
1415,"hectorSA-1415",0.13623,4.60391,3.15918,3.97437
1416,"hectorSA-1416",0.19873,0.70391,6.53418,2.88062
1417,"hectorSA-1417",0.69873,3.10391,3.53418,1.13062
1418,"hectorSA-1418",0.94873,1.90391,2.03418,3.75562
1419,"hectorSA-1419",0.44873,4.30391,5.03418,2.00562
1420,"hectorSA-1420",0.32373,2.50391,2.78418,2.44312
1421,"hectorSA-1421",0.82373,4.90391,5.78418,0.69312
1422,"hectorSA-1422",0.57373,1.30391,4.28418,3.31812
1423,"hectorSA-1423",0.07373,3.70391,1.28418,1.56812
1424,"hectorSA-1424",0.10498,1.15391,3.34668,2.11499
1425,"hectorSA-1425",0.60498,3.55391,6.34668,3.86499
1426,"hectorSA-1426",0.85498,2.35391,4.84668,1.23999
1427,"hectorSA-1427",0.35498,4.75391,1.84668,2.98999
1428,"hectorSA-1428",0.47998,1.75391,5.59668,1.67749
1429,"hectorSA-1429",0.97998,4.15391,2.59668,3.42749
1430,"hectorSA-1430",0.72998,0.55391,1.09668,0.80249
1431,"hectorSA-1431",0.22998,2.95391,4.09668,2.55249
1432,"hectorSA-1432",0.16748,2.05391,2.22168,3.20874
1433,"hectorSA-1433",0.66748,4.45391,5.22168,1.45874
1434,"hectorSA-1434",0.91748,0.85391,6.72168,2.33374
1435,"hectorSA-1435",0.41748,3.25391,3.72168,0.58374
1436,"hectorSA-1436",0.29248,0.25391,4.47168,3.64624
1437,"hectorSA-1437",0.79248,2.65391,1.47168,1.89624
1438,"hectorSA-1438",0.54248,1.45391,2.97168,2.77124
1439,"hectorSA-1439",0.04248,3.85391,5.97168,1.02124
1440,"hectorSA-1440",0.05811,0.47891,1.75293,2.38843
1441,"hectorSA-1441",0.55811,2.87891,4.75293,0.63843
1442,"hectorSA-1442",0.80811,1.67891,6.25293,3.26343
1443,"hectorSA-1443",0.30811,4.07891,3.25293,1.51343
1444,"hectorSA-1444",0.43311,2.27891,4.00293,2.82593
1445,"hectorSA-1445",0.93311,4.67891,1.00293,1.07593
1446,"hectorSA-1446",0.68311,1.07891,2.50293,3.70093
1447,"hectorSA-1447",0.18311,3.47891,5.50293,1.95093
1448,"hectorSA-1448",0.24561,1.97891,3.62793,1.29468
1449,"hectorSA-1449",0.74561,4.37891,6.62793,3.04468
1450,"hectorSA-1450",0.99561,0.77891,5.12793,2.16968
1451,"hectorSA-1451",0.49561,3.17891,2.12793,3.91968
1452,"hectorSA-1452",0.37061,1.37891,5.87793,0.85718
1453,"hectorSA-1453",0.87061,3.77891,2.87793,2.60718
1454,"hectorSA-1454",0.62061,2.57891,1.37793,1.73218
1455,"hectorSA-1455",0.12061,4.97891,4.37793,3.48218
1456,"hectorSA-1456",0.08936,2.42891,6.81543,3.59155
1457,"hectorSA-1457",0.58936,4.82891,3.81543,1.84155
1458,"hectorSA-1458",0.83936,1.22891,2.31543,2.71655
1459,"hectorSA-1459",0.33936,3.62891,5.31543,0.96655
1460,"hectorSA-1460",0.46436,0.62891,3.06543,3.15405
1461,"hectorSA-1461",0.96436,3.02891,6.06543,1.40405
1462,"hectorSA-1462",0.71436,1.82891,4.56543,2.27905
1463,"hectorSA-1463",0.21436,4.22891,1.56543,0.52905
1464,"hectorSA-1464",0.15186,0.92891,4.94043,1.6228
1465,"hectorSA-1465",0.65186,3.32891,1.94043,3.3728
1466,"hectorSA-1466",0.90186,2.12891,3.44043,0.7478
1467,"hectorSA-1467",0.40186,4.52891,6.44043,2.4978
1468,"hectorSA-1468",0.27686,1.52891,1.19043,2.0603
1469,"hectorSA-1469",0.77686,3.92891,4.19043,3.8103
1470,"hectorSA-1470",0.52686,0.32891,5.69043,1.1853
1471,"hectorSA-1471",0.02686,2.72891,2.69043,2.9353
1472,"hectorSA-1472",0.01904,1.04141,5.83105,3.34546
1473,"hectorSA-1473",0.51904,3.44141,2.83105,1.59546
1474,"hectorSA-1474",0.76904,2.24141,1.33105,2.47046
1475,"hectorSA-1475",0.26904,4.64141,4.33105,0.72046
1476,"hectorSA-1476",0.39404,1.64141,3.58105,3.78296
1477,"hectorSA-1477",0.89404,4.04141,6.58105,2.03296
1478,"hectorSA-1478",0.64404,0.44141,5.08105,2.90796
1479,"hectorSA-1479",0.14404,2.84141,2.08105,1.15796
1480,"hectorSA-1480",0.20654,2.54141,4.70605,1.81421
1481,"hectorSA-1481",0.70654,4.94141,1.70605,3.56421
1482,"hectorSA-1482",0.95654,1.34141,3.20605,0.93921
1483,"hectorSA-1483",0.45654,3.74141,6.20605,2.68921
1484,"hectorSA-1484",0.33154,0.74141,2.45605,1.37671
1485,"hectorSA-1485",0.83154,3.14141,5.45605,3.12671
1486,"hectorSA-1486",0.58154,1.94141,6.95605,0.50171
1487,"hectorSA-1487",0.08154,4.34141,3.95605,2.25171
1488,"hectorSA-1488",0.11279,1.79141,1.51855,3.01733
1489,"hectorSA-1489",0.61279,4.19141,4.51855,1.26733
1490,"hectorSA-1490",0.86279,0.59141,6.01855,3.89233
1491,"hectorSA-1491",0.36279,2.99141,3.01855,2.14233
1492,"hectorSA-1492",0.48779,1.19141,5.26855,2.57983
1493,"hectorSA-1493",0.98779,3.59141,2.26855,0.82983
1494,"hectorSA-1494",0.73779,2.39141,3.76855,3.45483
1495,"hectorSA-1495",0.23779,4.79141,6.76855,1.70483
1496,"hectorSA-1496",0.17529,0.29141,2.64355,0.61108
1497,"hectorSA-1497",0.67529,2.69141,5.64355,2.36108
1498,"hectorSA-1498",0.92529,1.49141,4.14355,1.48608
1499,"hectorSA-1499",0.42529,3.89141,1.14355,3.23608
1500,"hectorSA-1500",0.30029,2.09141,6.39355,1.04858
1501,"hectorSA-1501",0.80029,4.49141,3.39355,2.79858
1502,"hectorSA-1502",0.55029,0.89141,1.89355,1.92358
1503,"hectorSA-1503",0.05029,3.29141,4.89355,3.67358
1504,"hectorSA-1504",0.03467,2.16641,2.9248,1.4314
1505,"hectorSA-1505",0.53467,4.56641,5.9248,3.1814
1506,"hectorSA-1506",0.78467,0.96641,4.4248,0.5564
1507,"hectorSA-1507",0.28467,3.36641,1.4248,2.3064
1508,"hectorSA-1508",0.40967,0.36641,6.6748,1.8689
1509,"hectorSA-1509",0.90967,2.76641,3.6748,3.6189
1510,"hectorSA-1510",0.65967,1.56641,2.1748,0.9939
1511,"hectorSA-1511",0.15967,3.96641,5.1748,2.7439
1512,"hectorSA-1512",0.22217,1.26641,1.0498,3.83765
1513,"hectorSA-1513",0.72217,3.66641,4.0498,2.08765
1514,"hectorSA-1514",0.97217,2.46641,5.5498,2.96265
1515,"hectorSA-1515",0.47217,4.86641,2.5498,1.21265
1516,"hectorSA-1516",0.34717,1.86641,4.7998,3.40015
1517,"hectorSA-1517",0.84717,4.26641,1.7998,1.65015
1518,"hectorSA-1518",0.59717,0.66641,3.2998,2.52515
1519,"hectorSA-1519",0.09717,3.06641,6.2998,0.77515
1520,"hectorSA-1520",0.06592,0.51641,4.2373,1.10327
1521,"hectorSA-1521",0.56592,2.91641,1.2373,2.85327
1522,"hectorSA-1522",0.81592,1.71641,2.7373,1.97827
1523,"hectorSA-1523",0.31592,4.11641,5.7373,3.72827
1524,"hectorSA-1524",0.44092,2.31641,1.9873,0.66577
1525,"hectorSA-1525",0.94092,4.71641,4.9873,2.41577
1526,"hectorSA-1526",0.69092,1.11641,6.4873,1.54077
1527,"hectorSA-1527",0.19092,3.51641,3.4873,3.29077
1528,"hectorSA-1528",0.12842,1.41641,6.1123,2.63452
1529,"hectorSA-1529",0.62842,3.81641,3.1123,0.88452
1530,"hectorSA-1530",0.87842,0.21641,1.6123,3.50952
1531,"hectorSA-1531",0.37842,2.61641,4.6123,1.75952
1532,"hectorSA-1532",0.25342,0.81641,3.8623,3.07202
1533,"hectorSA-1533",0.75342,3.21641,6.8623,1.32202
1534,"hectorSA-1534",0.50342,2.01641,5.3623,3.94702
1535,"hectorSA-1535",0.00342,4.41641,2.3623,2.19702
1536,"hectorSA-1536",0.00244,0.80234,4.33691,2.2688
1537,"hectorSA-1537",0.50244,3.20234,1.33691,0.5188
1538,"hectorSA-1538",0.75244,2.00234,2.83691,3.1438
1539,"hectorSA-1539",0.25244,4.40234,5.83691,1.3938
1540,"hectorSA-1540",0.37744,1.40234,2.08691,2.7063
1541,"hectorSA-1541",0.87744,3.80234,5.08691,0.9563
1542,"hectorSA-1542",0.62744,0.20234,6.58691,3.5813
1543,"hectorSA-1543",0.12744,2.60234,3.58691,1.8313
1544,"hectorSA-1544",0.18994,2.30234,6.21191,1.17505
1545,"hectorSA-1545",0.68994,4.70234,3.21191,2.92505
1546,"hectorSA-1546",0.93994,1.10234,1.71191,2.05005
1547,"hectorSA-1547",0.43994,3.50234,4.71191,3.80005
1548,"hectorSA-1548",0.31494,0.50234,3.96191,0.73755
1549,"hectorSA-1549",0.81494,2.90234,6.96191,2.48755
1550,"hectorSA-1550",0.56494,1.70234,5.46191,1.61255
1551,"hectorSA-1551",0.06494,4.10234,2.46191,3.36255
1552,"hectorSA-1552",0.09619,1.85234,3.02441,3.69067
1553,"hectorSA-1553",0.59619,4.25234,6.02441,1.94067
1554,"hectorSA-1554",0.84619,0.65234,4.52441,2.81567
1555,"hectorSA-1555",0.34619,3.05234,1.52441,1.06567
1556,"hectorSA-1556",0.47119,1.25234,6.77441,3.25317
1557,"hectorSA-1557",0.97119,3.65234,3.77441,1.50317
1558,"hectorSA-1558",0.72119,2.45234,2.27441,2.37817
1559,"hectorSA-1559",0.22119,4.85234,5.27441,0.62817
1560,"hectorSA-1560",0.15869,0.35234,1.14941,1.72192
1561,"hectorSA-1561",0.65869,2.75234,4.14941,3.47192
1562,"hectorSA-1562",0.90869,1.55234,5.64941,0.84692
1563,"hectorSA-1563",0.40869,3.95234,2.64941,2.59692
1564,"hectorSA-1564",0.28369,2.15234,4.89941,2.15942
1565,"hectorSA-1565",0.78369,4.55234,1.89941,3.90942
1566,"hectorSA-1566",0.53369,0.95234,3.39941,1.28442
1567,"hectorSA-1567",0.03369,3.35234,6.39941,3.03442
1568,"hectorSA-1568",0.04932,2.07734,1.43066,0.79224
1569,"hectorSA-1569",0.54932,4.47734,4.43066,2.54224
1570,"hectorSA-1570",0.79932,0.87734,5.93066,1.66724
1571,"hectorSA-1571",0.29932,3.27734,2.93066,3.41724
1572,"hectorSA-1572",0.42432,0.27734,5.18066,1.22974
1573,"hectorSA-1573",0.92432,2.67734,2.18066,2.97974
1574,"hectorSA-1574",0.67432,1.47734,3.68066,2.10474
1575,"hectorSA-1575",0.17432,3.87734,6.68066,3.85474
1576,"hectorSA-1576",0.23682,1.17734,2.55566,2.76099
1577,"hectorSA-1577",0.73682,3.57734,5.55566,1.01099
1578,"hectorSA-1578",0.98682,2.37734,4.05566,3.63599
1579,"hectorSA-1579",0.48682,4.77734,1.05566,1.88599
1580,"hectorSA-1580",0.36182,1.77734,6.30566,2.32349
1581,"hectorSA-1581",0.86182,4.17734,3.30566,0.57349
1582,"hectorSA-1582",0.61182,0.57734,1.80566,3.19849
1583,"hectorSA-1583",0.11182,2.97734,4.80566,1.44849
1584,"hectorSA-1584",0.08057,0.72734,5.74316,2.21411
1585,"hectorSA-1585",0.58057,3.12734,2.74316,3.96411
1586,"hectorSA-1586",0.83057,1.92734,1.24316,1.33911
1587,"hectorSA-1587",0.33057,4.32734,4.24316,3.08911
1588,"hectorSA-1588",0.45557,2.52734,3.49316,1.77661
1589,"hectorSA-1589",0.95557,4.92734,6.49316,3.52661
1590,"hectorSA-1590",0.70557,1.32734,4.99316,0.90161
1591,"hectorSA-1591",0.20557,3.72734,1.99316,2.65161
1592,"hectorSA-1592",0.14307,1.62734,4.61816,3.30786
1593,"hectorSA-1593",0.64307,4.02734,1.61816,1.55786
1594,"hectorSA-1594",0.89307,0.42734,3.11816,2.43286
1595,"hectorSA-1595",0.39307,2.82734,6.11816,0.68286
1596,"hectorSA-1596",0.26807,1.02734,2.36816,3.74536
1597,"hectorSA-1597",0.76807,3.42734,5.36816,1.99536
1598,"hectorSA-1598",0.51807,2.22734,6.86816,2.87036
1599,"hectorSA-1599",0.01807,4.62734,3.86816,1.12036
1600,"hectorSA-1600",0.02588,1.51484,6.91504,1.58521
1601,"hectorSA-1601",0.52588,3.91484,3.91504,3.33521
1602,"hectorSA-1602",0.77588,0.31484,2.41504,0.71021
1603,"hectorSA-1603",0.27588,2.71484,5.41504,2.46021
1604,"hectorSA-1604",0.40088,0.91484,3.16504,2.02271
1605,"hectorSA-1605",0.90088,3.31484,6.16504,3.77271
1606,"hectorSA-1606",0.65088,2.11484,4.66504,1.14771
1607,"hectorSA-1607",0.15088,4.51484,1.66504,2.89771
1608,"hectorSA-1608",0.21338,0.61484,5.04004,3.99146
1609,"hectorSA-1609",0.71338,3.01484,2.04004,2.24146
1610,"hectorSA-1610",0.96338,1.81484,3.54004,3.11646
1611,"hectorSA-1611",0.46338,4.21484,6.54004,1.36646
1612,"hectorSA-1612",0.33838,2.41484,1.29004,3.55396
1613,"hectorSA-1613",0.83838,4.81484,4.29004,1.80396
1614,"hectorSA-1614",0.58838,1.21484,5.79004,2.67896
1615,"hectorSA-1615",0.08838,3.61484,2.79004,0.92896
1616,"hectorSA-1616",0.11963,1.36484,1.85254,1.03833
1617,"hectorSA-1617",0.61963,3.76484,4.85254,2.78833
1618,"hectorSA-1618",0.86963,2.56484,6.35254,1.91333
1619,"hectorSA-1619",0.36963,4.96484,3.35254,3.66333
1620,"hectorSA-1620",0.49463,1.96484,4.10254,0.60083
1621,"hectorSA-1621",0.99463,4.36484,1.10254,2.35083
1622,"hectorSA-1622",0.74463,0.76484,2.60254,1.47583
1623,"hectorSA-1623",0.24463,3.16484,5.60254,3.22583
1624,"hectorSA-1624",0.18213,2.26484,3.72754,2.56958
1625,"hectorSA-1625",0.68213,4.66484,6.72754,0.81958
1626,"hectorSA-1626",0.93213,1.06484,5.22754,3.44458
1627,"hectorSA-1627",0.43213,3.46484,2.22754,1.69458
1628,"hectorSA-1628",0.30713,0.46484,5.97754,3.00708
1629,"hectorSA-1629",0.80713,2.86484,2.97754,1.25708
1630,"hectorSA-1630",0.55713,1.66484,1.47754,3.88208
1631,"hectorSA-1631",0.05713,4.06484,4.47754,2.13208
1632,"hectorSA-1632",0.0415,0.23984,3.25879,3.49927
1633,"hectorSA-1633",0.5415,2.63984,6.25879,1.74927
1634,"hectorSA-1634",0.7915,1.43984,4.75879,2.62427
1635,"hectorSA-1635",0.2915,3.83984,1.75879,0.87427
1636,"hectorSA-1636",0.4165,2.03984,5.50879,3.93677
1637,"hectorSA-1637",0.9165,4.43984,2.50879,2.18677
1638,"hectorSA-1638",0.6665,0.83984,1.00879,3.06177
1639,"hectorSA-1639",0.1665,3.23984,4.00879,1.31177
1640,"hectorSA-1640",0.229,1.73984,2.13379,1.96802
1641,"hectorSA-1641",0.729,4.13984,5.13379,3.71802
1642,"hectorSA-1642",0.979,0.53984,6.63379,1.09302
1643,"hectorSA-1643",0.479,2.93984,3.63379,2.84302
1644,"hectorSA-1644",0.354,1.13984,4.38379,1.53052
1645,"hectorSA-1645",0.854,3.53984,1.38379,3.28052
1646,"hectorSA-1646",0.604,2.33984,2.88379,0.65552
1647,"hectorSA-1647",0.104,4.73984,5.88379,2.40552
1648,"hectorSA-1648",0.07275,2.48984,5.32129,2.95239
1649,"hectorSA-1649",0.57275,4.88984,2.32129,1.20239
1650,"hectorSA-1650",0.82275,1.28984,3.82129,3.82739
1651,"hectorSA-1651",0.32275,3.68984,6.82129,2.07739
1652,"hectorSA-1652",0.44775,0.68984,1.57129,2.51489
1653,"hectorSA-1653",0.94775,3.08984,4.57129,0.76489
1654,"hectorSA-1654",0.69775,1.88984,6.07129,3.38989
1655,"hectorSA-1655",0.19775,4.28984,3.07129,1.63989
1656,"hectorSA-1656",0.13525,0.98984,6.44629,0.54614
1657,"hectorSA-1657",0.63525,3.38984,3.44629,2.29614
1658,"hectorSA-1658",0.88525,2.18984,1.94629,1.42114
1659,"hectorSA-1659",0.38525,4.58984,4.94629,3.17114
1660,"hectorSA-1660",0.26025,1.58984,2.69629,0.98364
1661,"hectorSA-1661",0.76025,3.98984,5.69629,2.73364
1662,"hectorSA-1662",0.51025,0.38984,4.19629,1.85864
1663,"hectorSA-1663",0.01025,2.78984,1.19629,3.60864
1664,"hectorSA-1664",0.01416,2.39609,2.67285,2.03638
1665,"hectorSA-1665",0.51416,4.79609,5.67285,3.78638
1666,"hectorSA-1666",0.76416,1.19609,4.17285,1.16138
1667,"hectorSA-1667",0.26416,3.59609,1.17285,2.91138
1668,"hectorSA-1668",0.38916,0.59609,6.42285,1.59888
1669,"hectorSA-1669",0.88916,2.99609,3.42285,3.34888
1670,"hectorSA-1670",0.63916,1.79609,1.92285,0.72388
1671,"hectorSA-1671",0.13916,4.19609,4.92285,2.47388
1672,"hectorSA-1672",0.20166,0.89609,1.54785,3.13013
1673,"hectorSA-1673",0.70166,3.29609,4.54785,1.38013
1674,"hectorSA-1674",0.95166,2.09609,6.04785,2.25513
1675,"hectorSA-1675",0.45166,4.49609,3.04785,0.50513
1676,"hectorSA-1676",0.32666,1.49609,5.29785,3.56763
1677,"hectorSA-1677",0.82666,3.89609,2.29785,1.81763
1678,"hectorSA-1678",0.57666,0.29609,3.79785,2.69263
1679,"hectorSA-1679",0.07666,2.69609,6.79785,0.94263
1680,"hectorSA-1680",0.10791,0.44609,4.73535,0.83325
1681,"hectorSA-1681",0.60791,2.84609,1.73535,2.58325
1682,"hectorSA-1682",0.85791,1.64609,3.23535,1.70825
1683,"hectorSA-1683",0.35791,4.04609,6.23535,3.45825
1684,"hectorSA-1684",0.48291,2.24609,2.48535,1.27075
1685,"hectorSA-1685",0.98291,4.64609,5.48535,3.02075
1686,"hectorSA-1686",0.73291,1.04609,6.98535,2.14575
1687,"hectorSA-1687",0.23291,3.44609,3.98535,3.89575
1688,"hectorSA-1688",0.17041,1.94609,5.86035,2.802
1689,"hectorSA-1689",0.67041,4.34609,2.86035,1.052
1690,"hectorSA-1690",0.92041,0.74609,1.36035,3.677
1691,"hectorSA-1691",0.42041,3.14609,4.36035,1.927
1692,"hectorSA-1692",0.29541,1.34609,3.61035,2.3645
1693,"hectorSA-1693",0.79541,3.74609,6.61035,0.6145
1694,"hectorSA-1694",0.54541,2.54609,5.11035,3.2395
1695,"hectorSA-1695",0.04541,4.94609,2.11035,1.4895
1696,"hectorSA-1696",0.06104,1.12109,6.1416,3.62231
1697,"hectorSA-1697",0.56104,3.52109,3.1416,1.87231
1698,"hectorSA-1698",0.81104,2.32109,1.6416,2.74731
1699,"hectorSA-1699",0.31104,4.72109,4.6416,0.99731
1700,"hectorSA-1700",0.43604,1.72109,3.8916,3.18481
1701,"hectorSA-1701",0.93604,4.12109,6.8916,1.43481
1702,"hectorSA-1702",0.68604,0.52109,5.3916,2.30981
1703,"hectorSA-1703",0.18604,2.92109,2.3916,0.55981
1704,"hectorSA-1704",0.24854,2.02109,4.2666,1.65356
1705,"hectorSA-1705",0.74854,4.42109,1.2666,3.40356
1706,"hectorSA-1706",0.99854,0.82109,2.7666,0.77856
1707,"hectorSA-1707",0.49854,3.22109,5.7666,2.52856
1708,"hectorSA-1708",0.37354,0.22109,2.0166,2.09106
1709,"hectorSA-1709",0.87354,2.62109,5.0166,3.84106
1710,"hectorSA-1710",0.62354,1.42109,6.5166,1.21606
1711,"hectorSA-1711",0.12354,3.82109,3.5166,2.96606
1712,"hectorSA-1712",0.09229,1.57109,1.0791,2.41919
1713,"hectorSA-1713",0.59229,3.97109,4.0791,0.66919
1714,"hectorSA-1714",0.84229,0.37109,5.5791,3.29419
1715,"hectorSA-1715",0.34229,2.77109,2.5791,1.54419
1716,"hectorSA-1716",0.46729,0.97109,4.8291,2.85669
1717,"hectorSA-1717",0.96729,3.37109,1.8291,1.10669
1718,"hectorSA-1718",0.71729,2.17109,3.3291,3.73169
1719,"hectorSA-1719",0.21729,4.57109,6.3291,1.98169
1720,"hectorSA-1720",0.15479,0.67109,2.9541,1.32544
1721,"hectorSA-1721",0.65479,3.07109,5.9541,3.07544
1722,"hectorSA-1722",0.90479,1.87109,4.4541,2.20044
1723,"hectorSA-1723",0.40479,4.27109,1.4541,3.95044
1724,"hectorSA-1724",0.27979,2.47109,6.7041,0.88794
1725,"hectorSA-1725",0.77979,4.87109,3.7041,2.63794
1726,"hectorSA-1726",0.52979,1.27109,2.2041,1.76294
1727,"hectorSA-1727",0.02979,3.67109,5.2041,3.51294
1728,"hectorSA-1728",0.02197,0.55859,2.25098,3.10278
1729,"hectorSA-1729",0.52197,2.95859,5.25098,1.35278
1730,"hectorSA-1730",0.77197,1.75859,6.75098,3.97778
1731,"hectorSA-1731",0.27197,4.15859,3.75098,2.22778
1732,"hectorSA-1732",0.39697,2.35859,4.50098,2.66528
1733,"hectorSA-1733",0.89697,4.75859,1.50098,0.91528
1734,"hectorSA-1734",0.64697,1.15859,3.00098,3.54028
1735,"hectorSA-1735",0.14697,3.55859,6.00098,1.79028
1736,"hectorSA-1736",0.20947,1.45859,3.37598,0.69653
1737,"hectorSA-1737",0.70947,3.85859,6.37598,2.44653
1738,"hectorSA-1738",0.95947,0.25859,4.87598,1.57153
1739,"hectorSA-1739",0.45947,2.65859,1.87598,3.32153
1740,"hectorSA-1740",0.33447,0.85859,5.62598,1.13403
1741,"hectorSA-1741",0.83447,3.25859,2.62598,2.88403
1742,"hectorSA-1742",0.58447,2.05859,1.12598,2.00903
1743,"hectorSA-1743",0.08447,4.45859,4.12598,3.75903
1744,"hectorSA-1744",0.11572,2.20859,6.56348,3.43091
1745,"hectorSA-1745",0.61572,4.60859,3.56348,1.68091
1746,"hectorSA-1746",0.86572,1.00859,2.06348,2.55591
1747,"hectorSA-1747",0.36572,3.40859,5.06348,0.80591
1748,"hectorSA-1748",0.49072,0.40859,2.81348,3.86841
1749,"hectorSA-1749",0.99072,2.80859,5.81348,2.11841
1750,"hectorSA-1750",0.74072,1.60859,4.31348,2.99341
1751,"hectorSA-1751",0.24072,4.00859,1.31348,1.24341
1752,"hectorSA-1752",0.17822,1.30859,5.43848,1.89966
1753,"hectorSA-1753",0.67822,3.70859,2.43848,3.64966
1754,"hectorSA-1754",0.92822,2.50859,3.93848,1.02466
1755,"hectorSA-1755",0.42822,4.90859,6.93848,2.77466
1756,"hectorSA-1756",0.30322,1.90859,1.68848,1.46216
1757,"hectorSA-1757",0.80322,4.30859,4.68848,3.21216
1758,"hectorSA-1758",0.55322,0.70859,6.18848,0.58716
1759,"hectorSA-1759",0.05322,3.10859,3.18848,2.33716
1760,"hectorSA-1760",0.0376,1.83359,4.96973,1.07935
1761,"hectorSA-1761",0.5376,4.23359,1.96973,2.82935
1762,"hectorSA-1762",0.7876,0.63359,3.46973,1.95435
1763,"hectorSA-1763",0.2876,3.03359,6.46973,3.70435
1764,"hectorSA-1764",0.4126,1.23359,1.21973,0.64185
1765,"hectorSA-1765",0.9126,3.63359,4.21973,2.39185
1766,"hectorSA-1766",0.6626,2.43359,5.71973,1.51685
1767,"hectorSA-1767",0.1626,4.83359,2.71973,3.26685
1768,"hectorSA-1768",0.2251,0.33359,6.84473,2.6106
