"run_index","run_name","beta","q10","s","diff"
120,"hectorSA-0120",0.13281,0.3875,3.39062,2.27734
121,"hectorSA-0121",0.63281,2.7875,6.39062,0.52734
122,"hectorSA-0122",0.88281,1.5875,4.89062,3.15234
123,"hectorSA-0123",0.38281,3.9875,1.89062,1.40234
124,"hectorSA-0124",0.25781,2.1875,5.64062,2.71484
125,"hectorSA-0125",0.75781,4.5875,2.64062,0.96484
126,"hectorSA-0126",0.50781,0.9875,1.14062,3.58984
127,"hectorSA-0127",0.00781,3.3875,4.14062,1.83984
128,"hectorSA-0128",0.01172,1.79375,5.71094,3.79492
129,"hectorSA-0129",0.51172,4.19375,2.71094,2.04492
130,"hectorSA-0130",0.76172,0.59375,1.21094,2.91992
131,"hectorSA-0131",0.26172,2.99375,4.21094,1.16992
132,"hectorSA-0132",0.38672,1.19375,3.46094,3.35742
133,"hectorSA-0133",0.88672,3.59375,6.46094,1.60742
134,"hectorSA-0134",0.63672,2.39375,4.96094,2.48242
135,"hectorSA-0135",0.13672,4.79375,1.96094,0.73242
136,"hectorSA-0136",0.19922,0.29375,4.58594,1.38867
137,"hectorSA-0137",0.69922,2.69375,1.58594,3.13867
138,"hectorSA-0138",0.94922,1.49375,3.08594,0.51367
139,"hectorSA-0139",0.44922,3.89375,6.08594,2.26367
140,"hectorSA-0140",0.32422,2.09375,2.33594,1.82617
141,"hectorSA-0141",0.82422,4.49375,5.33594,3.57617
142,"hectorSA-0142",0.57422,0.89375,6.83594,0.95117
143,"hectorSA-0143",0.07422,3.29375,3.83594,2.70117
144,"hectorSA-0144",0.10547,1.04375,1.39844,2.5918
145,"hectorSA-0145",0.60547,3.44375,4.39844,0.8418
146,"hectorSA-0146",0.85547,2.24375,5.89844,3.4668
147,"hectorSA-0147",0.35547,4.64375,2.89844,1.7168
148,"hectorSA-0148",0.48047,1.64375,5.14844,3.0293
149,"hectorSA-0149",0.98047,4.04375,2.14844,1.2793
150,"hectorSA-0150",0.73047,0.44375,3.64844,3.9043
151,"hectorSA-0151",0.23047,2.84375,6.64844,2.1543
152,"hectorSA-0152",0.16797,2.54375,2.52344,1.06055
153,"hectorSA-0153",0.66797,4.94375,5.52344,2.81055
154,"hectorSA-0154",0.91797,1.34375,4.02344,1.93555
155,"hectorSA-0155",0.41797,3.74375,1.02344,3.68555
156,"hectorSA-0156",0.29297,0.74375,6.27344,0.62305
157,"hectorSA-0157",0.79297,3.14375,3.27344,2.37305
158,"hectorSA-0158",0.54297,1.94375,1.77344,1.49805
159,"hectorSA-0159",0.04297,4.34375,4.77344,3.24805
160,"hectorSA-0160",0.05859,0.51875,2.99219,1.88086
161,"hectorSA-0161",0.55859,2.91875,5.99219,3.63086
162,"hectorSA-0162",0.80859,1.71875,4.49219,1.00586
163,"hectorSA-0163",0.30859,4.11875,1.49219,2.75586
164,"hectorSA-0164",0.43359,2.31875,6.74219,1.44336
165,"hectorSA-0165",0.93359,4.71875,3.74219,3.19336
166,"hectorSA-0166",0.68359,1.11875,2.24219,0.56836
167,"hectorSA-0167",0.18359,3.51875,5.24219,2.31836
168,"hectorSA-0168",0.24609,1.41875,1.11719,3.41211
169,"hectorSA-0169",0.74609,3.81875,4.11719,1.66211
170,"hectorSA-0170",0.99609,0.21875,5.61719,2.53711
171,"hectorSA-0171",0.49609,2.61875,2.61719,0.78711
172,"hectorSA-0172",0.37109,0.81875,4.86719,3.84961
173,"hectorSA-0173",0.87109,3.21875,1.86719,2.09961
174,"hectorSA-0174",0.62109,2.01875,3.36719,2.97461
175,"hectorSA-0175",0.12109,4.41875,6.36719,1.22461
176,"hectorSA-0176",0.08984,2.16875,4.30469,0.67773
177,"hectorSA-0177",0.58984,4.56875,1.30469,2.42773
178,"hectorSA-0178",0.83984,0.96875,2.80469,1.55273
179,"hectorSA-0179",0.33984,3.36875,5.80469,3.30273
180,"hectorSA-0180",0.46484,0.36875,2.05469,1.11523
181,"hectorSA-0181",0.96484,2.76875,5.05469,2.86523
182,"hectorSA-0182",0.71484,1.56875,6.55469,1.99023
183,"hectorSA-0183",0.21484,3.96875,3.55469,3.74023
184,"hectorSA-0184",0.15234,1.26875,6.17969,3.08398
185,"hectorSA-0185",0.65234,3.66875,3.17969,1.33398
186,"hectorSA-0186",0.90234,2.46875,1.67969,3.95898
187,"hectorSA-0187",0.40234,4.86875,4.67969,2.20898
188,"hectorSA-0188",0.27734,1.86875,3.92969,2.64648
189,"hectorSA-0189",0.77734,4.26875,6.92969,0.89648
190,"hectorSA-0190",0.52734,0.66875,5.42969,3.52148
191,"hectorSA-0191",0.02734,3.06875,2.42969,1.77148
192,"hectorSA-0192",0.01953,1.15625,5.38281,1.36133
193,"hectorSA-0193",0.51953,3.55625,2.38281,3.11133
194,"hectorSA-0194",0.76953,2.35625,3.88281,2.23633
195,"hectorSA-0195",0.26953,4.75625,6.88281,3.98633
196,"hectorSA-0196",0.39453,1.75625,1.63281,0.92383
197,"hectorSA-0197",0.89453,4.15625,4.63281,2.67383
198,"hectorSA-0198",0.64453,0.55625,6.13281,1.79883
199,"hectorSA-0199",0.14453,2.95625,3.13281,3.54883
200,"hectorSA-0200",0.20703,2.05625,6.50781,2.45508
201,"hectorSA-0201",0.70703,4.45625,3.50781,0.70508
202,"hectorSA-0202",0.95703,0.85625,2.00781,3.33008
203,"hectorSA-0203",0.45703,3.25625,5.00781,1.58008
204,"hectorSA-0204",0.33203,0.25625,2.75781,2.89258
205,"hectorSA-0205",0.83203,2.65625,5.75781,1.14258
206,"hectorSA-0206",0.58203,1.45625,4.25781,3.76758
207,"hectorSA-0207",0.08203,3.85625,1.25781,2.01758
208,"hectorSA-0208",0.11328,1.60625,3.32031,1.68945
209,"hectorSA-0209",0.61328,4.00625,6.32031,3.43945
210,"hectorSA-0210",0.86328,0.40625,4.82031,0.81445
211,"hectorSA-0211",0.36328,2.80625,1.82031,2.56445
212,"hectorSA-0212",0.48828,1.00625,5.57031,2.12695
213,"hectorSA-0213",0.98828,3.40625,2.57031,3.87695
214,"hectorSA-0214",0.73828,2.20625,1.07031,1.25195
215,"hectorSA-0215",0.23828,4.60625,4.07031,3.00195
216,"hectorSA-0216",0.17578,0.70625,2.19531,3.6582
217,"hectorSA-0217",0.67578,3.10625,5.19531,1.9082
218,"hectorSA-0218",0.92578,1.90625,6.69531,2.7832
219,"hectorSA-0219",0.42578,4.30625,3.69531,1.0332
220,"hectorSA-0220",0.30078,2.50625,4.44531,3.2207
221,"hectorSA-0221",0.80078,4.90625,1.44531,1.4707
222,"hectorSA-0222",0.55078,1.30625,2.94531,2.3457
223,"hectorSA-0223",0.05078,3.70625,5.94531,0.5957
224,"hectorSA-0224",0.03516,2.43125,1.91406,2.83789
225,"hectorSA-0225",0.53516,4.83125,4.91406,1.08789
226,"hectorSA-0226",0.78516,1.23125,6.41406,3.71289
227,"hectorSA-0227",0.28516,3.63125,3.41406,1.96289
228,"hectorSA-0228",0.41016,0.63125,4.16406,2.40039
229,"hectorSA-0229",0.91016,3.03125,1.16406,0.65039
230,"hectorSA-0230",0.66016,1.83125,2.66406,3.27539
231,"hectorSA-0231",0.16016,4.23125,5.66406,1.52539
232,"hectorSA-0232",0.22266,0.93125,3.78906,0.86914
233,"hectorSA-0233",0.72266,3.33125,6.78906,2.61914
234,"hectorSA-0234",0.97266,2.13125,5.28906,1.74414
235,"hectorSA-0235",0.47266,4.53125,2.28906,3.49414
236,"hectorSA-0236",0.34766,1.53125,6.03906,1.30664
237,"hectorSA-0237",0.84766,3.93125,3.03906,3.05664
238,"hectorSA-0238",0.59766,0.33125,1.53906,2.18164
239,"hectorSA-0239",0.09766,2.73125,4.53906,3.93164
240,"hectorSA-0240",0.06641,0.48125,6.97656,3.16602
241,"hectorSA-0241",0.56641,2.88125,3.97656,1.41602
242,"hectorSA-0242",0.81641,1.68125,2.47656,2.29102
243,"hectorSA-0243",0.31641,4.08125,5.47656,0.54102
244,"hectorSA-0244",0.44141,2.28125,3.22656,3.60352
245,"hectorSA-0245",0.94141,4.68125,6.22656,1.85352
246,"hectorSA-0246",0.69141,1.08125,4.72656,2.72852
247,"hectorSA-0247",0.19141,3.48125,1.72656,0.97852
248,"hectorSA-0248",0.12891,1.98125,5.10156,2.07227
249,"hectorSA-0249",0.62891,4.38125,2.10156,3.82227
250,"hectorSA-0250",0.87891,0.78125,3.60156,1.19727
251,"hectorSA-0251",0.37891,3.18125,6.60156,2.94727
252,"hectorSA-0252",0.25391,1.38125,1.35156,1.63477
253,"hectorSA-0253",0.75391,3.78125,4.35156,3.38477
254,"hectorSA-0254",0.50391,2.58125,5.85156,0.75977
255,"hectorSA-0255",0.00391,4.98125,2.85156,2.50977
256,"hectorSA-0256",0.00586,2.59063,4.92578,1.49121
257,"hectorSA-0257",0.50586,4.99062,1.92578,3.24121
258,"hectorSA-0258",0.75586,1.39062,3.42578,0.61621
259,"hectorSA-0259",0.25586,3.79062,6.42578,2.36621
260,"hectorSA-0260",0.38086,0.79062,1.17578,1.92871
261,"hectorSA-0261",0.88086,3.19063,4.17578,3.67871
262,"hectorSA-0262",0.63086,1.99062,5.67578,1.05371
263,"hectorSA-0263",0.13086,4.39062,2.67578,2.80371
264,"hectorSA-0264",0.19336,1.09062,6.80078,3.89746
265,"hectorSA-0265",0.69336,3.49063,3.80078,2.14746
266,"hectorSA-0266",0.94336,2.29062,2.30078,3.02246
267,"hectorSA-0267",0.44336,4.69062,5.30078,1.27246
268,"hectorSA-0268",0.31836,1.69062,3.05078,3.45996
269,"hectorSA-0269",0.81836,4.09063,6.05078,1.70996
270,"hectorSA-0270",0.56836,0.49062,4.55078,2.58496
271,"hectorSA-0271",0.06836,2.89062,1.55078,0.83496
272,"hectorSA-0272",0.09961,0.34062,3.98828,0.94434
273,"hectorSA-0273",0.59961,2.74063,6.98828,2.69434
274,"hectorSA-0274",0.84961,1.54062,5.48828,1.81934
275,"hectorSA-0275",0.34961,3.94062,2.48828,3.56934
276,"hectorSA-0276",0.47461,2.14062,6.23828,0.50684
277,"hectorSA-0277",0.97461,4.54063,3.23828,2.25684
278,"hectorSA-0278",0.72461,0.94062,1.73828,1.38184
279,"hectorSA-0279",0.22461,3.34063,4.73828,3.13184
280,"hectorSA-0280",0.16211,1.84062,2.11328,2.47559
281,"hectorSA-0281",0.66211,4.24062,5.11328,0.72559
282,"hectorSA-0282",0.91211,0.64062,6.61328,3.35059
283,"hectorSA-0283",0.41211,3.04062,3.61328,1.60059
284,"hectorSA-0284",0.28711,1.24062,4.36328,2.91309
285,"hectorSA-0285",0.78711,3.64062,1.36328,1.16309
286,"hectorSA-0286",0.53711,2.44063,2.86328,3.78809
287,"hectorSA-0287",0.03711,4.84063,5.86328,2.03809
288,"hectorSA-0288",0.05273,1.31562,2.39453,3.51465
289,"hectorSA-0289",0.55273,3.71563,5.39453,1.76465
290,"hectorSA-0290",0.80273,2.51562,6.89453,2.63965
291,"hectorSA-0291",0.30273,4.91563,3.89453,0.88965
292,"hectorSA-0292",0.42773,1.91562,4.64453,3.95215
293,"hectorSA-0293",0.92773,4.31562,1.64453,2.20215
294,"hectorSA-0294",0.67773,0.71562,3.14453,3.07715
295,"hectorSA-0295",0.17773,3.11563,6.14453,1.32715
296,"hectorSA-0296",0.24023,2.21563,3.51953,1.9834
297,"hectorSA-0297",0.74023,4.61562,6.51953,3.7334
298,"hectorSA-0298",0.99023,1.01562,5.01953,1.1084
299,"hectorSA-0299",0.49023,3.41562,2.01953,2.8584
300,"hectorSA-0300",0.36523,0.41562,5.76953,1.5459
301,"hectorSA-0301",0.86523,2.81563,2.76953,3.2959
302,"hectorSA-0302",0.61523,1.61562,1.26953,0.6709
303,"hectorSA-0303",0.11523,4.01562,4.26953,2.4209
304,"hectorSA-0304",0.08398,1.46562,6.33203,2.96777
305,"hectorSA-0305",0.58398,3.86563,3.33203,1.21777
306,"hectorSA-0306",0.83398,0.26562,1.83203,3.84277
307,"hectorSA-0307",0.33398,2.66562,4.83203,2.09277
308,"hectorSA-0308",0.45898,0.86563,2.58203,2.53027
309,"hectorSA-0309",0.95898,3.26562,5.58203,0.78027
310,"hectorSA-0310",0.70898,2.06562,4.08203,3.40527
311,"hectorSA-0311",0.20898,4.46563,1.08203,1.65527
312,"hectorSA-0312",0.14648,0.56563,5.20703,0.56152
313,"hectorSA-0313",0.64648,2.96563,2.20703,2.31152
314,"hectorSA-0314",0.89648,1.76562,3.70703,1.43652
315,"hectorSA-0315",0.39648,4.16562,6.70703,3.18652
316,"hectorSA-0316",0.27148,2.36563,1.45703,0.99902
317,"hectorSA-0317",0.77148,4.76562,4.45703,2.74902
318,"hectorSA-0318",0.52148,1.16562,5.95703,1.87402
319,"hectorSA-0319",0.02148,3.56563,2.95703,3.62402
320,"hectorSA-0320",0.0293,0.67812,6.00391,2.33887
321,"hectorSA-0321",0.5293,3.07812,3.00391,0.58887
322,"hectorSA-0322",0.7793,1.87812,1.50391,3.21387
323,"hectorSA-0323",0.2793,4.27813,4.50391,1.46387
324,"hectorSA-0324",0.4043,2.47812,3.75391,2.77637
325,"hectorSA-0325",0.9043,4.87812,6.75391,1.02637
326,"hectorSA-0326",0.6543,1.27812,5.25391,3.65137
327,"hectorSA-0327",0.1543,3.67813,2.25391,1.90137
328,"hectorSA-0328",0.2168,1.57812,4.12891,1.24512
329,"hectorSA-0329",0.7168,3.97812,1.12891,2.99512
330,"hectorSA-0330",0.9668,0.37813,2.62891,2.12012
331,"hectorSA-0331",0.4668,2.77813,5.62891,3.87012
332,"hectorSA-0332",0.3418,0.97812,1.87891,0.80762
333,"hectorSA-0333",0.8418,3.37813,4.87891,2.55762
334,"hectorSA-0334",0.5918,2.17813,6.37891,1.68262
335,"hectorSA-0335",0.0918,4.57812,3.37891,3.43262
336,"hectorSA-0336",0.12305,2.02813,1.31641,3.76074
337,"hectorSA-0337",0.62305,4.42812,4.31641,2.01074
338,"hectorSA-0338",0.87305,0.82812,5.81641,2.88574
339,"hectorSA-0339",0.37305,3.22812,2.81641,1.13574
340,"hectorSA-0340",0.49805,0.22813,5.06641,3.32324
341,"hectorSA-0341",0.99805,2.62813,2.06641,1.57324
342,"hectorSA-0342",0.74805,1.42812,3.56641,2.44824
343,"hectorSA-0343",0.24805,3.82812,6.56641,0.69824
344,"hectorSA-0344",0.18555,1.12813,3.19141,1.79199
345,"hectorSA-0345",0.68555,3.52813,6.19141,3.54199
346,"hectorSA-0346",0.93555,2.32812,4.69141,0.91699
347,"hectorSA-0347",0.43555,4.72813,1.69141,2.66699
348,"hectorSA-0348",0.31055,1.72812,6.94141,2.22949
349,"hectorSA-0349",0.81055,4.12812,3.94141,3.97949
350,"hectorSA-0350",0.56055,0.52812,2.44141,1.35449
351,"hectorSA-0351",0.06055,2.92813,5.44141,3.10449
352,"hectorSA-0352",0.04492,1.95312,2.72266,0.75293
353,"hectorSA-0353",0.54492,4.35313,5.72266,2.50293
354,"hectorSA-0354",0.79492,0.75312,4.22266,1.62793
355,"hectorSA-0355",0.29492,3.15313,1.22266,3.37793
356,"hectorSA-0356",0.41992,1.35312,6.47266,1.19043
357,"hectorSA-0357",0.91992,3.75313,3.47266,2.94043
358,"hectorSA-0358",0.66992,2.55313,1.97266,2.06543
359,"hectorSA-0359",0.16992,4.95312,4.97266,3.81543
360,"hectorSA-0360",0.23242,0.45312,1.59766,2.72168
361,"hectorSA-0361",0.73242,2.85312,4.59766,0.97168
362,"hectorSA-0362",0.98242,1.65312,6.09766,3.59668
363,"hectorSA-0363",0.48242,4.05312,3.09766,1.84668
364,"hectorSA-0364",0.35742,2.25313,5.34766,2.28418
365,"hectorSA-0365",0.85742,4.65313,2.34766,0.53418
366,"hectorSA-0366",0.60742,1.05313,3.84766,3.15918
367,"hectorSA-0367",0.10742,3.45312,6.84766,1.40918
368,"hectorSA-0368",0.07617,0.90312,4.41016,2.1748
369,"hectorSA-0369",0.57617,3.30313,1.41016,3.9248
370,"hectorSA-0370",0.82617,2.10312,2.91016,1.2998
371,"hectorSA-0371",0.32617,4.50312,5.91016,3.0498
372,"hectorSA-0372",0.45117,1.50312,2.16016,1.7373
373,"hectorSA-0373",0.95117,3.90313,5.16016,3.4873
374,"hectorSA-0374",0.70117,0.30312,6.66016,0.8623
375,"hectorSA-0375",0.20117,2.70312,3.66016,2.6123
376,"hectorSA-0376",0.13867,2.40313,5.53516,3.26855
377,"hectorSA-0377",0.63867,4.80312,2.53516,1.51855
378,"hectorSA-0378",0.88867,1.20312,1.03516,2.39355
379,"hectorSA-0379",0.38867,3.60312,4.03516,0.64355
380,"hectorSA-0380",0.26367,0.60312,3.28516,3.70605
381,"hectorSA-0381",0.76367,3.00313,6.28516,1.95605
382,"hectorSA-0382",0.51367,1.80312,4.78516,2.83105
383,"hectorSA-0383",0.01367,4.20312,1.78516,1.08105
384,"hectorSA-0384",0.00977,0.99688,3.58984,3.03613
385,"hectorSA-0385",0.50977,3.39688,6.58984,1.28613
386,"hectorSA-0386",0.75977,2.19687,5.08984,3.91113
387,"hectorSA-0387",0.25977,4.59687,2.08984,2.16113
388,"hectorSA-0388",0.38477,1.59687,5.83984,2.59863
389,"hectorSA-0389",0.88477,3.99688,2.83984,0.84863
390,"hectorSA-0390",0.63477,0.39688,1.33984,3.47363
391,"hectorSA-0391",0.13477,2.79688,4.33984,1.72363
392,"hectorSA-0392",0.19727,2.49688,2.46484,0.62988
393,"hectorSA-0393",0.69727,4.89687,5.46484,2.37988
394,"hectorSA-0394",0.94727,1.29688,6.96484,1.50488
395,"hectorSA-0395",0.44727,3.69687,3.96484,3.25488
396,"hectorSA-0396",0.32227,0.69687,4.71484,1.06738
397,"hectorSA-0397",0.82227,3.09688,1.71484,2.81738
398,"hectorSA-0398",0.57227,1.89687,3.21484,1.94238
399,"hectorSA-0399",0.07227,4.29688,6.21484,3.69238
400,"hectorSA-0400",0.10352,1.74688,5.27734,3.36426
401,"hectorSA-0401",0.60352,4.14687,2.27734,1.61426
402,"hectorSA-0402",0.85352,0.54688,3.77734,2.48926
403,"hectorSA-0403",0.35352,2.94687,6.77734,0.73926
404,"hectorSA-0404",0.47852,1.14687,1.52734,3.80176
405,"hectorSA-0405",0.97852,3.54688,4.52734,2.05176
406,"hectorSA-0406",0.72852,2.34688,6.02734,2.92676
407,"hectorSA-0407",0.22852,4.74688,3.02734,1.17676
408,"hectorSA-0408",0.16602,0.24688,6.40234,1.83301
409,"hectorSA-0409",0.66602,2.64688,3.40234,3.58301
410,"hectorSA-0410",0.91602,1.44687,1.90234,0.95801
411,"hectorSA-0411",0.41602,3.84687,4.90234,2.70801
412,"hectorSA-0412",0.29102,2.04688,2.65234,1.39551
413,"hectorSA-0413",0.79102,4.44688,5.65234,3.14551
414,"hectorSA-0414",0.54102,0.84688,4.15234,0.52051
415,"hectorSA-0415",0.04102,3.24688,1.15234,2.27051
416,"hectorSA-0416",0.05664,2.27188,6.68359,1.12207
417,"hectorSA-0417",0.55664,4.67188,3.68359,2.87207
418,"hectorSA-0418",0.80664,1.07187,2.18359,1.99707
419,"hectorSA-0419",0.30664,3.47188,5.18359,3.74707
420,"hectorSA-0420",0.43164,0.47188,2.93359,0.68457
421,"hectorSA-0421",0.93164,2.87188,5.93359,2.43457
422,"hectorSA-0422",0.68164,1.67188,4.43359,1.55957
423,"hectorSA-0423",0.18164,4.07187,1.43359,3.30957
424,"hectorSA-0424",0.24414,1.37187,4.80859,2.65332
425,"hectorSA-0425",0.74414,3.77188,1.80859,0.90332
426,"hectorSA-0426",0.99414,2.57187,3.30859,3.52832
427,"hectorSA-0427",0.49414,4.97187,6.30859,1.77832
428,"hectorSA-0428",0.36914,1.97187,1.05859,3.09082
429,"hectorSA-0429",0.86914,4.37188,4.05859,1.34082
430,"hectorSA-0430",0.61914,0.77188,5.55859,3.96582
431,"hectorSA-0431",0.11914,3.17188,2.55859,2.21582
432,"hectorSA-0432",0.08789,0.62187,1.99609,1.4502
433,"hectorSA-0433",0.58789,3.02188,4.99609,3.2002
434,"hectorSA-0434",0.83789,1.82187,6.49609,0.5752
435,"hectorSA-0435",0.33789,4.22187,3.49609,2.3252
436,"hectorSA-0436",0.46289,2.42188,4.24609,1.8877
437,"hectorSA-0437",0.96289,4.82188,1.24609,3.6377
438,"hectorSA-0438",0.71289,1.22187,2.74609,1.0127
439,"hectorSA-0439",0.21289,3.62188,5.74609,2.7627
