"run_index","run_name","beta","q10","s","diff"
405,"hectorSA-0405",0.36,3.54688,3,2.3
406,"hectorSA-0406",0.36,2.34688,3,2.3
407,"hectorSA-0407",0.36,4.74688,3,2.3
408,"hectorSA-0408",0.36,0.24688,3,2.3
409,"hectorSA-0409",0.36,2.64688,3,2.3
410,"hectorSA-0410",0.36,1.44687,3,2.3
411,"hectorSA-0411",0.36,3.84687,3,2.3
412,"hectorSA-0412",0.36,2.04688,3,2.3
413,"hectorSA-0413",0.36,4.44688,3,2.3
414,"hectorSA-0414",0.36,0.84688,3,2.3
415,"hectorSA-0415",0.36,3.24688,3,2.3
416,"hectorSA-0416",0.36,2.27188,3,2.3
417,"hectorSA-0417",0.36,4.67188,3,2.3
418,"hectorSA-0418",0.36,1.07187,3,2.3
419,"hectorSA-0419",0.36,3.47188,3,2.3
420,"hectorSA-0420",0.36,0.47188,3,2.3
421,"hectorSA-0421",0.36,2.87188,3,2.3
422,"hectorSA-0422",0.36,1.67188,3,2.3
423,"hectorSA-0423",0.36,4.07187,3,2.3
424,"hectorSA-0424",0.36,1.37187,3,2.3
425,"hectorSA-0425",0.36,3.77188,3,2.3
426,"hectorSA-0426",0.36,2.57187,3,2.3
427,"hectorSA-0427",0.36,4.97187,3,2.3
428,"hectorSA-0428",0.36,1.97187,3,2.3
429,"hectorSA-0429",0.36,4.37188,3,2.3
430,"hectorSA-0430",0.36,0.77188,3,2.3
431,"hectorSA-0431",0.36,3.17188,3,2.3
432,"hectorSA-0432",0.36,0.62187,3,2.3
433,"hectorSA-0433",0.36,3.02188,3,2.3
434,"hectorSA-0434",0.36,1.82187,3,2.3
435,"hectorSA-0435",0.36,4.22187,3,2.3
436,"hectorSA-0436",0.36,2.42188,3,2.3
437,"hectorSA-0437",0.36,4.82188,3,2.3
438,"hectorSA-0438",0.36,1.22187,3,2.3
439,"hectorSA-0439",0.36,3.62188,3,2.3
440,"hectorSA-0440",0.36,1.52187,3,2.3
441,"hectorSA-0441",0.36,3.92188,3,2.3
442,"hectorSA-0442",0.36,0.32188,3,2.3
443,"hectorSA-0443",0.36,2.72188,3,2.3
444,"hectorSA-0444",0.36,0.92188,3,2.3
445,"hectorSA-0445",0.36,3.32187,3,2.3
446,"hectorSA-0446",0.36,2.12188,3,2.3
447,"hectorSA-0447",0.36,4.52187,3,2.3
448,"hectorSA-0448",0.36,1.63437,3,2.3
449,"hectorSA-0449",0.36,4.03437,3,2.3
450,"hectorSA-0450",0.36,0.43438,3,2.3
451,"hectorSA-0451",0.36,2.83438,3,2.3
452,"hectorSA-0452",0.36,1.03438,3,2.3
453,"hectorSA-0453",0.36,3.43438,3,2.3
454,"hectorSA-0454",0.36,2.23438,3,2.3
455,"hectorSA-0455",0.36,4.63438,3,2.3
456,"hectorSA-0456",0.36,0.73438,3,2.3
457,"hectorSA-0457",0.36,3.13437,3,2.3
458,"hectorSA-0458",0.36,1.93438,3,2.3
459,"hectorSA-0459",0.36,4.33437,3,2.3
460,"hectorSA-0460",0.36,2.53438,3,2.3
461,"hectorSA-0461",0.36,4.93438,3,2.3
462,"hectorSA-0462",0.36,1.33437,3,2.3
463,"hectorSA-0463",0.36,3.73438,3,2.3
464,"hectorSA-0464",0.36,1.18437,3,2.3
465,"hectorSA-0465",0.36,3.58438,3,2.3
466,"hectorSA-0466",0.36,2.38437,3,2.3
467,"hectorSA-0467",0.36,4.78437,3,2.3
468,"hectorSA-0468",0.36,1.78437,3,2.3
469,"hectorSA-0469",0.36,4.18438,3,2.3
470,"hectorSA-0470",0.36,0.58438,3,2.3
471,"hectorSA-0471",0.36,2.98438,3,2.3
472,"hectorSA-0472",0.36,2.08438,3,2.3
473,"hectorSA-0473",0.36,4.48438,3,2.3
474,"hectorSA-0474",0.36,0.88437,3,2.3
475,"hectorSA-0475",0.36,3.28438,3,2.3
476,"hectorSA-0476",0.36,0.28438,3,2.3
477,"hectorSA-0477",0.36,2.68438,3,2.3
478,"hectorSA-0478",0.36,1.48438,3,2.3
479,"hectorSA-0479",0.36,3.88437,3,2.3
480,"hectorSA-0480",0.36,0.35938,3,2.3
481,"hectorSA-0481",0.36,2.75937,3,2.3
482,"hectorSA-0482",0.36,1.55937,3,2.3
483,"hectorSA-0483",0.36,3.95938,3,2.3
484,"hectorSA-0484",0.36,2.15937,3,2.3
485,"hectorSA-0485",0.36,4.55938,3,2.3
486,"hectorSA-0486",0.36,0.95938,3,2.3
487,"hectorSA-0487",0.36,3.35938,3,2.3
488,"hectorSA-0488",0.36,1.85938,3,2.3
489,"hectorSA-0489",0.36,4.25938,3,2.3
490,"hectorSA-0490",0.36,0.65938,3,2.3
491,"hectorSA-0491",0.36,3.05938,3,2.3
492,"hectorSA-0492",0.36,1.25937,3,2.3
493,"hectorSA-0493",0.36,3.65938,3,2.3
494,"hectorSA-0494",0.36,2.45938,3,2.3
495,"hectorSA-0495",0.36,4.85938,3,2.3
496,"hectorSA-0496",0.36,2.30938,3,2.3
497,"hectorSA-0497",0.36,4.70937,3,2.3
498,"hectorSA-0498",0.36,1.10938,3,2.3
499,"hectorSA-0499",0.36,3.50937,3,2.3
500,"hectorSA-0500",0.36,0.50938,3,2.3
501,"hectorSA-0501",0.36,2.90938,3,2.3
502,"hectorSA-0502",0.36,1.70937,3,2.3
503,"hectorSA-0503",0.36,4.10938,3,2.3
504,"hectorSA-0504",0.36,0.80938,3,2.3
505,"hectorSA-0505",0.36,3.20938,3,2.3
506,"hectorSA-0506",0.36,2.00937,3,2.3
507,"hectorSA-0507",0.36,4.40937,3,2.3
508,"hectorSA-0508",0.36,1.40937,3,2.3
509,"hectorSA-0509",0.36,3.80938,3,2.3
510,"hectorSA-0510",0.36,0.20938,3,2.3
511,"hectorSA-0511",0.36,2.60938,3,2.3
512,"hectorSA-0512",0.36,1.40469,3,2.3
513,"hectorSA-0513",0.36,3.80469,3,2.3
514,"hectorSA-0514",0.36,0.20469,3,2.3
515,"hectorSA-0515",0.36,2.60469,3,2.3
516,"hectorSA-0516",0.36,0.80469,3,2.3
517,"hectorSA-0517",0.36,3.20469,3,2.3
518,"hectorSA-0518",0.36,2.00469,3,2.3
519,"hectorSA-0519",0.36,4.40469,3,2.3
