; global historical emissions from https://github.com/openclimatedata/global-emissions/blob/master/data/global-emissions.csv the header file was modified,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
; global N2O from the aggregate of https://www.pik-potsdam.de/paris-reality-check/primap-hist/#id=earth&entity=n2o in all the countries for all the sectors,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Date,ffi_emissions,luc_emissions,CH4_emissions,SO2_emissions,CO_emissions,NMVOC_emissions,NOX_emissions,BC_emissions,OC_emissions,NH3,HFC134a_emissions,HFC23_emissions,HFC32_emissions,HFC125_emissions,HFC143a_emissions,HFC227ea_emissions,HFC245fa_emissions,SF6_emissions,CF4_emissions,C2F6_emissions,CFC12_emissions,CFC11_emissions,CFC113_emissions,CFC114_emissions,CFC115_emissions,CH3CCl3_emissions,CCl4_emissions,CH3Cl_emissions,CH3Br_emissions,halon1211_emissions,halon1301_emissions,halon2402_emissions,HCF142b_emissions,HCF141b_emissions,HFC4310_emissions,HCF22_emissions
1791,0.006,0,0,1280.778953,356.665,60.22,5.86,2.173,15.616,6.238707064,0,0,0,0,0,0,0,0,0.011,0,0,0,0,0,0,0,0.027,3192.321,129.335,0.008,0,0,0,0,0,0
1792,0.006,0,0,1278.781637,354.929,59.833,5.882,2.166,15.476,6.197429393,0,0,0,0,0,0,0,0,0.011,0,0,0,0,0,0,0,0.027,3192.321,129.335,0.008,0,0,0,0,0,0
1793,0.006,0,0,1273.289018,353.379,59.587,5.783,2.153,15.479,6.207336034,0,0,0,0,0,0,0,0,0.011,0,0,0,0,0,0,0,0.027,3192.321,129.335,0.008,0,0,0,0,0,0
1794,0.006,0,0,1319.227288,365.73,62.04,5.943,2.214,16.166,6.382353356,0,0,0,0,0,0,0,0,0.011,0,0,0,0,0,0,0,0.027,3192.321,129.335,0.008,0,0,0,0,0,0
1795,0.006,0,0,1303.248759,362.2,61.245,5.968,2.203,15.884,6.295670248,0,0,0,0,0,0,0,0,0.011,0,0,0,0,0,0,0,0.027,3192.321,129.335,0.008,0,0,0,0,0,0
1796,0.006,0,0,1284.773585,355.153,59.991,5.724,2.157,15.658,6.265950326,0,0,0,0,0,0,0,0,0.011,0,0,0,0,0,0,0,0.027,3192.321,129.335,0.008,0,0,0,0,0,0
1797,0.007,0,0,1318.22863,363.556,61.473,6.002,2.213,15.939,6.303925782,0,0,0,0,0,0,0,0,0.011,0,0,0,0,0,0,0,0.027,3192.321,129.335,0.008,0,0,0,0,0,0
1798,0.007,0,0,1340.199107,367.657,62.199,6.116,2.234,16.127,6.332820151,0,0,0,0,0,0,0,0,0.011,0,0,0,0,0,0,0,0.027,3192.321,129.335,0.008,0,0,0,0,0,0
1799,0.007,0,0,1329.213869,363.493,61.498,5.912,2.208,16.037,6.336122365,0,0,0,0,0,0,0,0,0.011,0,0,0,0,0,0,0,0.027,3192.321,129.335,0.008,0,0,0,0,0,0
1800,0.008,0,0,1347.189714,365.854,62.005,5.888,2.216,16.242,6.39060889,0,0,0,0,0,0,0,0,0.011,0,0,0,0,0,0,0,0.027,3192.321,129.335,0.008,0,0,0,0,0,0
1801,0.008,0,0,1342.196424,364.924,61.667,5.971,2.219,16.064,6.358412307,0,0,0,0,0,0,0,0,0.011,0,0,0,0,0,0,0,0.027,3192.321,129.335,0.008,0,0,0,0,0,0
1802,0.01,0,0,1361.670256,362.97,61.328,5.805,2.203,16.076,6.408771065,0,0,0,0,0,0,0,0,0.011,0,0,0,0,0,0,0,0.027,3192.321,129.335,0.008,0,0,0,0,0,0
1803,0.009,0,0,1336.204475,358.659,60.406,5.743,2.18,15.831,6.374097822,0,0,0,0,0,0,0,0,0.011,0,0,0,0,0,0,0,0.027,3192.321,129.335,0.008,0,0,0,0,0,0
1804,0.009,0,0,1346.191056,360.212,60.494,5.907,2.202,15.707,6.352633433,0,0,0,0,0,0,0,0,0.011,0,0,0,0,0,0,0,0.027,3192.321,129.335,0.008,0,0,0,0,0,0
1805,0.009,0,0,1363.168243,364.311,61.321,5.849,2.215,16.094,6.469036463,0,0,0,0,0,0,0,0,0.011,0,0,0,0,0,0,0,0.027,3192.321,129.335,0.008,0,0,0,0,0,0
1806,0.01,0,0,1366.663546,364.351,61.225,5.9,2.223,15.952,6.474815337,0,0,0,0,0,0,0,0,0.011,0,0,0,0,0,0,0,0.027,3192.321,129.335,0.008,0,0,0,0,0,0
1807,0.01,0,0,1385.638049,367.242,61.708,5.944,2.24,16.118,6.526825201,0,0,0,0,0,0,0,0,0.011,0,0,0,0,0,0,0,0.027,3192.321,129.335,0.008,0,0,0,0,0,0
1808,0.01,0,0,1424.086384,380.762,64.218,6.212,2.317,16.764,6.689459221,0,0,0,0,0,0,0,0,0.011,0,0,0,0,0,0,0,0.027,3192.321,129.335,0.008,0,0,0,0,0,0
1809,0.01,0,0,1399.119933,372.856,62.711,5.996,2.268,16.441,6.656437085,0,0,0,0,0,0,0,0,0.011,0,0,0,0,0,0,0,0.027,3192.321,129.335,0.008,0,0,0,0,0,0
1810,0.01,0,0,1410.105171,374.725,62.975,6.028,2.28,16.525,6.693586988,0,0,0,0,0,0,0,0,0.011,0,0,0,0,0,0,0,0.027,3192.321,129.335,0.008,0,0,0,0,0,0
1811,0.011,0,0,1399.619262,369.277,61.831,5.962,2.253,16.189,6.626717163,0,0,0,0,0,0,0,0,0.011,0,0,0,0,0,0,0,0.027,3192.321,129.335,0.008,0,0,0,0,0,0
1812,0.011,0,0,1393.127984,365.255,60.984,5.911,2.232,15.959,6.581311726,0,0,0,0,0,0,0,0,0.011,0,0,0,0,0,0,0,0.027,3192.321,129.335,0.008,0,0,0,0,0,0
1813,0.011,0,0,1396.623287,365.922,61.138,5.846,2.232,16.065,6.631670483,0,0,0,0,0,0,0,0,0.011,0,0,0,0,0,0,0,0.027,3192.321,129.335,0.008,0,0,0,0,0,0
1814,0.011,0,0,1445.058203,377.993,63.494,6.003,2.292,16.72,6.814943339,0,0,0,0,0,0,0,0,0.011,0,0,0,0,0,0,0,0.027,3192.321,129.335,0.008,0,0,0,0,0,0
1815,0.012,0,0,1439.066255,375.588,62.873,6.051,2.287,16.488,6.75220128,0,0,0,0,0,0,0,0,0.011,0,0,0,0,0,0,0,0.027,3192.321,129.335,0.008,0,0,0,0,0,0
1816,0.013,0,0,1447.554848,372.31,62.274,5.893,2.265,16.426,6.765410134,0,0,0,0,0,0,0,0,0.011,0,0,0,0,0,0,0,0.027,3192.321,129.335,0.008,0,0,0,0,0,0
1817,0.014,0,0,1467.528009,376.45,62.943,6.054,2.296,16.518,6.786874523,0,0,0,0,0,0,0,0,0.011,0,0,0,0,0,0,0,0.027,3192.321,129.335,0.008,0,0,0,0,0,0
1818,0.014,0,0,1498.985738,383.922,64.27,6.249,2.336,16.85,6.857872116,0,0,0,0,0,0,0,0,0.011,0,0,0,0,0,0,0,0.027,3192.321,129.335,0.008,0,0,0,0,0,0
1819,0.014,0,0,1476.016603,378.34,63.259,6.026,2.304,16.665,6.854569902,0,0,0,0,0,0,0,0,0.011,0,0,0,0,0,0,0,0.027,3192.321,129.335,0.008,0,0,0,0,0,0
1820,0.014,0,0,1498.486409,383.139,64.212,6.034,2.326,16.995,6.954461864,0,0,0,0,0,0,0,0,0.011,0,0,0,0,0,0,0,0.027,3192.321,129.335,0.008,0,0,0,0,0,0
1821,0.014,0,0,1501.482383,382.905,63.989,6.126,2.334,16.861,6.931346368,0,0,0,0,0,0,0,0,0.011,0,0,0,0,0,0,0,0.027,3192.321,129.335,0.008,0,0,0,0,0,0
1822,0.015,0,0,1494.991106,378.678,63.229,5.883,2.302,16.796,6.974275145,0,0,0,0,0,0,0,0,0.011,0,0,0,0,0,0,0,0.027,3192.321,129.335,0.008,0,0,0,0,0,0
1823,0.016,0,0,1495.490435,374.401,62.263,5.843,2.282,16.533,6.930520815,0,0,0,0,0,0,0,0,0.011,0,0,0,0,0,0,0,0.027,3192.321,129.335,0.008,0,0,0,0,0,0
1824,0.016,0,0,1510.470306,377.727,62.693,6.027,2.315,16.502,6.937125242,0,0,0,0,0,0,0,0,0.011,0,0,0,0,0,0,0,0.027,3192.321,129.335,0.008,0,0,0,0,0,0
1825,0.017,0,0,1533.93877,380.324,63.187,5.953,2.323,16.809,7.03123833,0,0,0,0,0,0,0,0,0.011,0,0,0,0,0,0,0,0.027,3192.321,129.335,0.008,0,0,0,0,0,0
1826,0.017,0,0,1527.447492,378.83,62.817,5.941,2.321,16.621,7.036191651,0,0,0,0,0,0,0,0,0.011,0,0,0,0,0,0,0,0.027,3192.321,129.335,0.008,0,0,0,0,0,0
1827,0.018,0,0,1561.901195,382.485,63.391,6.018,2.346,16.8,7.088201515,0,0,0,0,0,0,0,0,0.011,0,0,0,0,0,0,0,0.027,3192.321,129.335,0.008,0,0,0,0,0,0
1828,0.018,0,0,1615.82873,396.712,66.044,6.27,2.425,17.513,7.273125477,0,0,0,0,0,0,0,0,0.011,0,0,0,0,0,0,0,0.027,3192.321,129.335,0.008,0,0,0,0,0,0
1829,0.018,0,0,1592.859595,389.182,64.574,6.076,2.379,17.194,7.238452234,0,0,0,0,0,0,0,0,0.011,0,0,0,0,0,0,0,0.027,3192.321,129.335,0.008,0,0,0,0,0,0
1830,0.024,0,0,1701.213994,392.114,64.942,6.129,2.404,17.314,7.280555458,0,0,0,0,0,0,0,0,0.011,0,0,0,0,0,0,0,0.027,3192.321,129.335,0.008,0,0,0,0,0,0
1831,0.023,0,0,1656.274381,384.209,63.338,5.99,2.361,16.878,7.208732312,0,0,0,0,0,0,0,0,0.011,0,0,0,0,0,0,0,0.027,3192.321,129.335,0.008,0,0,0,0,0,0
1832,0.023,0,0,1658.271697,383.043,62.999,6.003,2.358,16.769,7.198825671,0,0,0,0,0,0,0,0,0.011,0,0,0,0,0,0,0,0.027,3192.321,129.335,0.008,0,0,0,0,0,0
1833,0.024,0,0,1668.757607,383.461,63.071,5.924,2.357,16.865,7.257439962,0,0,0,0,0,0,0,0,0.011,0,0,0,0,0,0,0,0.027,3192.321,129.335,0.008,0,0,0,0,0,0
1834,0.024,0,0,1716.193864,394.15,65.107,6.051,2.412,17.455,7.43163173,0,0,0,0,0,0,0,0,0.011,0,0,0,0,0,0,0,0.027,3192.321,129.335,0.008,0,0,0,0,0,0
1835,0.025,0,0,1713.697219,390.563,64.237,6.065,2.405,17.171,7.368889672,0,0,0,0,0,0,0,0,0.011,0,0,0,0,0,0,0,0.027,3192.321,129.335,0.008,0,0,0,0,0,0
1836,0.029,0,0,1780.10798,390.67,64.21,5.953,2.409,17.266,7.429980624,0,0,0,0,0,0,0,0,0.011,0,0,0,0,0,0,0,0.027,3192.321,129.335,0.008,0,0,0,0,0,0
1837,0.029,0,0,1793.090535,394.764,64.825,6.125,2.44,17.354,7.452270565,0,0,0,0,0,0,0,0,0.011,0,0,0,0,0,0,0,0.027,3192.321,129.335,0.008,0,0,0,0,0,0
1838,0.03,0,0,1836.53216,401.304,65.949,6.28,2.477,17.642,7.530698139,0,0,0,0,0,0,0,0,0.011,0,0,0,0,0,0,0,0.027,3192.321,129.335,0.008,0,0,0,0,0,0
1839,0.031,0,0,1837.530818,396.919,65.113,6.084,2.453,17.506,7.544732547,0,0,0,0,0,0,0,0,0.011,0,0,0,0,0,0,0,0.027,3192.321,129.335,0.008,0,0,0,0,0,0
1840,0.033,0,0,1870.985863,396.589,65.056,5.958,2.448,17.607,7.611602372,0,0,0,0,0,0,0,0,0.011,0,0,0,0,0,0,0,0.027,3192.321,129.335,0.008,0,0,0,0,0,0
1841,0.034,0,0,1910.932185,402.38,65.947,6.194,2.49,17.746,7.635543421,0,0,0,0,0,0,0,0,0.011,0,0,0,0,0,0,0,0.027,3192.321,129.335,0.008,0,0,0,0,0,0
1842,0.036,0,0,1925.912056,397.003,64.924,5.957,2.449,17.591,7.646275615,0,0,0,0,0,0,0,0,0.011,0,0,0,0,0,0,0,0.027,3192.321,129.335,0.008,0,0,0,0,0,0
1843,0.037,0,0,1923.91474,389.745,63.426,5.818,2.411,17.218,7.583533556,0,0,0,0,0,0,0,0,0.011,0,0,0,0,0,0,0,0.027,3192.321,129.335,0.008,0,0,0,0,0,0
1844,0.039,0,0,1987.828855,393.386,63.89,6.014,2.448,17.21,7.58435911,0,0,0,0,0,0,0,0,0.011,0,0,0,0,0,0,0,0.027,3192.321,129.335,0.008,0,0,0,0,0,0
1845,0.043,0,0,2074.712106,397.857,64.687,5.984,2.471,17.599,7.684251072,0,0,0,0,0,0,0,0,0.011,0,0,0,0,0,0,0,0.027,3192.321,129.335,0.008,0,0,0,0,0,0
1846,0.043,0,0,2066.722841,395.916,64.245,5.97,2.471,17.399,7.679297751,0,0,0,0,0,0,0,0,0.011,0,0,0,0,0,0,0,0.027,3192.321,129.335,0.008,0,0,0,0,0,0
1847,0.046,0,0,2148.113473,402.993,65.446,6.107,2.521,17.761,7.761853091,0,0,0,0,0,0,0,0,0.011,0,0,0,0,0,0,0,0.027,3192.321,129.335,0.008,0,0,0,0,0,0
1848,0.047,0,0,2200.54302,414.29,67.536,6.299,2.582,18.333,7.90962715,0,0,0,0,0,0,0,0,0.011,0,0,0,0,0,0,0,0.027,3192.321,129.335,0.008,0,0,0,0,0,0
1849,0.05,0,0,2218.518865,408.947,66.429,6.177,2.552,18.075,7.879081675,0,0,0,0,0,0,0,0,0.011,0,0,0,0,0,0,0,0.027,3192.321,129.335,0.008,0,0,0,0,0,0
1850,0.054,0.675,32.3,2268.951097,411.47,66.785,6.189,2.571,18.227,7.929440432,0,0,0,0,0,0,0,0,0.011,0,0,0,0,0,0,0,0.027,3192.321,129.335,0.008,0,0,0,0,0,0
1851,0.054,0.678,33,2249.976594,402.253,64.952,6.055,2.527,17.726,7.825420703,0,0,0,0,0,0,0,0,0.011,0,0,0,0,0,0,0,0.027,3192.321,129.335,0.008,0,0,0,0,0,0
1852,0.057,0.683,33.7,2273.445058,398.173,64.085,5.989,2.512,17.51,7.786619694,0,0,0,0,0,0,0,0,0.011,0,0,0,0,0,0,0,0.027,3192.321,129.335,0.008,0,0,0,0,0,0
1853,0.059,0.688,34.4,2319.383329,400.346,64.448,5.986,2.528,17.659,7.836978451,0,0,0,0,0,0,0,0,0.011,0,0,0,0,0,0,0,0.027,3192.321,129.335,0.008,0,0,0,0,0,0
1854,0.069,0.691,35.1,2528.102862,413.407,66.796,6.159,2.61,18.34,8.015297986,0,0,0,0,0,0,0,0,0.011,0,0,0,0,0,0,0,0.027,3192.321,129.335,0.008,0,0,0,0,0,0
1855,0.071,0.693,35.8,2524.607559,408.118,65.653,6.135,2.593,17.992,7.932742646,0,0,0,0,0,0,0,0,0.011,0,0,0,0,0,0,0,0.027,3192.321,129.335,0.008,0,0,0,0,0,0
1856,0.076,0.697,36.5,2593.015635,405.537,65.171,5.946,2.577,17.984,7.972369209,0,0,0,0,0,0,0,0,0.011,0,0,0,0,0,0,0,0.027,3192.321,129.335,0.008,0,0,0,0,0,0
1857,0.077,0.703,37.2,2639.453235,414.681,66.73,6.262,2.636,18.292,8.022727967,0,0,0,0,0,0,0,0,0.011,0,0,0,0,0,0,0,0.027,3192.321,129.335,0.008,0,0,0,0,0,0
1858,0.078,0.709,37.9,2676.902912,419.021,67.472,6.385,2.66,18.48,8.068958957,0,0,0,0,0,0,0,0,0.011,0,0,0,0,0,0,0,0.027,3192.321,129.335,0.008,0,0,0,0,0,0
1859,0.083,0.711,38.7,2757.794214,416.308,66.959,6.195,2.648,18.449,8.1036322,0,0,0,0,0,0,0,0,0.011,0,0,0,0,0,0,0,0.027,3192.321,129.335,0.008,0,0,0,0,0,0
1860,0.091,0.683,39.4,2892.113722,416.762,66.981,6.113,2.653,18.551,8.153165404,0,0,0,0,0,0,0,0,0.011,0,0,0,0,0,0,0,0.027,3192.321,129.335,0.008,0,0,0,0,0,0
1861,0.095,0.674,40.2,2962.519115,417.252,66.887,6.245,2.671,18.437,8.13747989,0,0,0,0,0,0,0,0,0.011,0,0,0,0,0,0,0,0.027,3192.321,129.335,0.008,0,0,0,0,0,0
1862,0.097,0.671,40.9,2968.011734,414.17,66.361,6.06,2.649,18.416,8.188664201,0,0,0,0,0,0,0,0,0.012,0,0,0,0,0,0,0,0.027,3192.321,129.335,0.008,0,0,0,0,0,0
1863,0.104,0.669,41.7,3055.394314,408.13,65.011,5.946,2.629,18.091,8.14738653,0,0,0.001,0,0,0,0,0,0.011,0,0,0,0,0,0,0,0.027,3192.321,129.335,0.008,0,0,0,0,0,0
1864,0.112,0.667,42.5,3186.218519,412,65.525,6.131,2.672,18.123,8.168850919,0,0,0.001,0,0,0,0,0,0.011,0,0,0,0,0,0,0,0.027,3192.321,129.335,0.008,0,0,0,0,0,0
1865,0.119,0.668,43.2,3317.542053,420.497,67.105,6.216,2.721,18.667,8.316624978,0,0,0.001,0,0,0,0,0,0.011,0,0,0,0,0,0,0,0.027,3192.321,129.335,0.008,0,0,0,0,0,0
1866,0.122,0.664,44,3378.460194,417.109,66.376,6.174,2.71,18.394,8.309194997,0,0,0.001,0,0,0,0,0,0.011,0,0,0,0,0,0,0,0.027,3192.321,129.335,0.008,0,0,0,0,0,0
1867,0.13,0.662,44.8,3554.723341,424.305,67.662,6.315,2.762,18.768,8.411563619,0,0,0.001,0,0,0,0,0,0.012,0,0,0,0,0,0,0,0.027,3192.321,129.335,0.008,0,0,0,0,0,0
1868,0.135,0.661,45.6,3660.081765,435.649,69.783,6.53,2.83,19.334,8.569244319,0,0,0.001,0,0,0,0,0,0.011,0,0,0,0,0,0,0,0.027,3192.321,129.335,0.008,0,0,0,0,0,0
1869,0.142,0.661,46.4,3780.420061,426.411,67.932,6.325,2.785,18.889,8.513106688,0,0,0.001,0,0,0,0,0,0.011,0,0,0,0,0,0,0,0.027,3192.321,129.335,0.008,0,0,0,0,0,0
1870,0.147,0.727,47.1,3876.291234,433.237,69.123,6.439,2.831,19.259,8.62042863,0,0,0.001,0,0,0,0,0,0.011,0,0,0,0,0,0,0,0.027,3192.321,129.335,0.008,0,0,0,0,0,0
