"run_index","run_name","beta","q10","s","diff"
72,"hectorSA-0072",0.36,2,1.79688,2.22266
73,"hectorSA-0073",0.36,2,4.79688,3.97266
74,"hectorSA-0074",0.36,2,6.29688,1.34766
75,"hectorSA-0075",0.36,2,3.29688,3.09766
76,"hectorSA-0076",0.36,2,4.04688,1.78516
77,"hectorSA-0077",0.36,2,1.04688,3.53516
78,"hectorSA-0078",0.36,2,2.54688,0.91016
79,"hectorSA-0079",0.36,2,5.54688,2.66016
80,"hectorSA-0080",0.36,2,4.98438,2.76953
81,"hectorSA-0081",0.36,2,1.98438,1.01953
82,"hectorSA-0082",0.36,2,3.48438,3.64453
83,"hectorSA-0083",0.36,2,6.48438,1.89453
84,"hectorSA-0084",0.36,2,1.23438,2.33203
85,"hectorSA-0085",0.36,2,4.23438,0.58203
86,"hectorSA-0086",0.36,2,5.73438,3.20703
87,"hectorSA-0087",0.36,2,2.73438,1.45703
88,"hectorSA-0088",0.36,2,6.85938,0.80078
89,"hectorSA-0089",0.36,2,3.85938,2.55078
90,"hectorSA-0090",0.36,2,2.35938,1.67578
91,"hectorSA-0091",0.36,2,5.35938,3.42578
92,"hectorSA-0092",0.36,2,3.10938,1.23828
93,"hectorSA-0093",0.36,2,6.10938,2.98828
94,"hectorSA-0094",0.36,2,4.60938,2.11328
95,"hectorSA-0095",0.36,2,1.60938,3.86328
96,"hectorSA-0096",0.36,2,6.57812,1.73047
97,"hectorSA-0097",0.36,2,3.57812,3.48047
98,"hectorSA-0098",0.36,2,2.07812,0.85547
99,"hectorSA-0099",0.36,2,5.07812,2.60547
100,"hectorSA-0100",0.36,2,2.82812,2.16797
101,"hectorSA-0101",0.36,2,5.82812,3.91797
102,"hectorSA-0102",0.36,2,4.32812,1.29297
103,"hectorSA-0103",0.36,2,1.32812,3.04297
104,"hectorSA-0104",0.36,2,5.45312,3.69922
105,"hectorSA-0105",0.36,2,2.45312,1.94922
106,"hectorSA-0106",0.36,2,3.95312,2.82422
107,"hectorSA-0107",0.36,2,6.95312,1.07422
108,"hectorSA-0108",0.36,2,1.70312,3.26172
109,"hectorSA-0109",0.36,2,4.70312,1.51172
110,"hectorSA-0110",0.36,2,6.20312,2.38672
111,"hectorSA-0111",0.36,2,3.20312,0.63672
112,"hectorSA-0112",0.36,2,2.26562,1.18359
113,"hectorSA-0113",0.36,2,5.26562,2.93359
114,"hectorSA-0114",0.36,2,6.76562,2.05859
115,"hectorSA-0115",0.36,2,3.76562,3.80859
116,"hectorSA-0116",0.36,2,4.51562,0.74609
117,"hectorSA-0117",0.36,2,1.51562,2.49609
118,"hectorSA-0118",0.36,2,3.01562,1.62109
119,"hectorSA-0119",0.36,2,6.01562,3.37109
120,"hectorSA-0120",0.36,2,3.39062,2.27734
121,"hectorSA-0121",0.36,2,6.39062,0.52734
122,"hectorSA-0122",0.36,2,4.89062,3.15234
123,"hectorSA-0123",0.36,2,1.89062,1.40234
124,"hectorSA-0124",0.36,2,5.64062,2.71484
125,"hectorSA-0125",0.36,2,2.64062,0.96484
126,"hectorSA-0126",0.36,2,1.14062,3.58984
127,"hectorSA-0127",0.36,2,4.14062,1.83984
128,"hectorSA-0128",0.36,2,5.71094,3.79492
129,"hectorSA-0129",0.36,2,2.71094,2.04492
130,"hectorSA-0130",0.36,2,1.21094,2.91992
131,"hectorSA-0131",0.36,2,4.21094,1.16992
132,"hectorSA-0132",0.36,2,3.46094,3.35742
133,"hectorSA-0133",0.36,2,6.46094,1.60742
134,"hectorSA-0134",0.36,2,4.96094,2.48242
135,"hectorSA-0135",0.36,2,1.96094,0.73242
136,"hectorSA-0136",0.36,2,4.58594,1.38867
137,"hectorSA-0137",0.36,2,1.58594,3.13867
138,"hectorSA-0138",0.36,2,3.08594,0.51367
139,"hectorSA-0139",0.36,2,6.08594,2.26367
140,"hectorSA-0140",0.36,2,2.33594,1.82617
141,"hectorSA-0141",0.36,2,5.33594,3.57617
142,"hectorSA-0142",0.36,2,6.83594,0.95117
143,"hectorSA-0143",0.36,2,3.83594,2.70117
144,"hectorSA-0144",0.36,2,1.39844,2.5918
145,"hectorSA-0145",0.36,2,4.39844,0.8418
146,"hectorSA-0146",0.36,2,5.89844,3.4668
147,"hectorSA-0147",0.36,2,2.89844,1.7168
148,"hectorSA-0148",0.36,2,5.14844,3.0293
149,"hectorSA-0149",0.36,2,2.14844,1.2793
150,"hectorSA-0150",0.36,2,3.64844,3.9043
151,"hectorSA-0151",0.36,2,6.64844,2.1543
152,"hectorSA-0152",0.36,2,2.52344,1.06055
153,"hectorSA-0153",0.36,2,5.52344,2.81055
154,"hectorSA-0154",0.36,2,4.02344,1.93555
155,"hectorSA-0155",0.36,2,1.02344,3.68555
156,"hectorSA-0156",0.36,2,6.27344,0.62305
157,"hectorSA-0157",0.36,2,3.27344,2.37305
158,"hectorSA-0158",0.36,2,1.77344,1.49805
159,"hectorSA-0159",0.36,2,4.77344,3.24805
160,"hectorSA-0160",0.36,2,2.99219,1.88086
161,"hectorSA-0161",0.36,2,5.99219,3.63086
162,"hectorSA-0162",0.36,2,4.49219,1.00586
163,"hectorSA-0163",0.36,2,1.49219,2.75586
164,"hectorSA-0164",0.36,2,6.74219,1.44336
165,"hectorSA-0165",0.36,2,3.74219,3.19336
166,"hectorSA-0166",0.36,2,2.24219,0.56836
167,"hectorSA-0167",0.36,2,5.24219,2.31836
168,"hectorSA-0168",0.36,2,1.11719,3.41211
169,"hectorSA-0169",0.36,2,4.11719,1.66211
170,"hectorSA-0170",0.36,2,5.61719,2.53711
171,"hectorSA-0171",0.36,2,2.61719,0.78711
172,"hectorSA-0172",0.36,2,4.86719,3.84961
173,"hectorSA-0173",0.36,2,1.86719,2.09961
174,"hectorSA-0174",0.36,2,3.36719,2.97461
175,"hectorSA-0175",0.36,2,6.36719,1.22461
176,"hectorSA-0176",0.36,2,4.30469,0.67773
177,"hectorSA-0177",0.36,2,1.30469,2.42773
178,"hectorSA-0178",0.36,2,2.80469,1.55273
179,"hectorSA-0179",0.36,2,5.80469,3.30273
180,"hectorSA-0180",0.36,2,2.05469,1.11523
181,"hectorSA-0181",0.36,2,5.05469,2.86523
182,"hectorSA-0182",0.36,2,6.55469,1.99023
183,"hectorSA-0183",0.36,2,3.55469,3.74023
184,"hectorSA-0184",0.36,2,6.17969,3.08398
185,"hectorSA-0185",0.36,2,3.17969,1.33398
186,"hectorSA-0186",0.36,2,1.67969,3.95898
187,"hectorSA-0187",0.36,2,4.67969,2.20898
188,"hectorSA-0188",0.36,2,3.92969,2.64648
189,"hectorSA-0189",0.36,2,6.92969,0.89648
190,"hectorSA-0190",0.36,2,5.42969,3.52148
191,"hectorSA-0191",0.36,2,2.42969,1.77148
192,"hectorSA-0192",0.36,2,5.38281,1.36133
193,"hectorSA-0193",0.36,2,2.38281,3.11133
194,"hectorSA-0194",0.36,2,3.88281,2.23633
195,"hectorSA-0195",0.36,2,6.88281,3.98633
196,"hectorSA-0196",0.36,2,1.63281,0.92383
197,"hectorSA-0197",0.36,2,4.63281,2.67383
198,"hectorSA-0198",0.36,2,6.13281,1.79883
199,"hectorSA-0199",0.36,2,3.13281,3.54883
200,"hectorSA-0200",0.36,2,6.50781,2.45508
201,"hectorSA-0201",0.36,2,3.50781,0.70508
202,"hectorSA-0202",0.36,2,2.00781,3.33008
203,"hectorSA-0203",0.36,2,5.00781,1.58008
204,"hectorSA-0204",0.36,2,2.75781,2.89258
205,"hectorSA-0205",0.36,2,5.75781,1.14258
206,"hectorSA-0206",0.36,2,4.25781,3.76758
207,"hectorSA-0207",0.36,2,1.25781,2.01758
208,"hectorSA-0208",0.36,2,3.32031,1.68945
209,"hectorSA-0209",0.36,2,6.32031,3.43945
210,"hectorSA-0210",0.36,2,4.82031,0.81445
211,"hectorSA-0211",0.36,2,1.82031,2.56445
212,"hectorSA-0212",0.36,2,5.57031,2.12695
213,"hectorSA-0213",0.36,2,2.57031,3.87695
214,"hectorSA-0214",0.36,2,1.07031,1.25195
215,"hectorSA-0215",0.36,2,4.07031,3.00195
216,"hectorSA-0216",0.36,2,2.19531,3.6582
217,"hectorSA-0217",0.36,2,5.19531,1.9082
218,"hectorSA-0218",0.36,2,6.69531,2.7832
219,"hectorSA-0219",0.36,2,3.69531,1.0332
220,"hectorSA-0220",0.36,2,4.44531,3.2207
221,"hectorSA-0221",0.36,2,1.44531,1.4707
222,"hectorSA-0222",0.36,2,2.94531,2.3457
223,"hectorSA-0223",0.36,2,5.94531,0.5957
224,"hectorSA-0224",0.36,2,1.91406,2.83789
225,"hectorSA-0225",0.36,2,4.91406,1.08789
226,"hectorSA-0226",0.36,2,6.41406,3.71289
227,"hectorSA-0227",0.36,2,3.41406,1.96289
228,"hectorSA-0228",0.36,2,4.16406,2.40039
229,"hectorSA-0229",0.36,2,1.16406,0.65039
230,"hectorSA-0230",0.36,2,2.66406,3.27539
231,"hectorSA-0231",0.36,2,5.66406,1.52539
232,"hectorSA-0232",0.36,2,3.78906,0.86914
233,"hectorSA-0233",0.36,2,6.78906,2.61914
234,"hectorSA-0234",0.36,2,5.28906,1.74414
235,"hectorSA-0235",0.36,2,2.28906,3.49414
236,"hectorSA-0236",0.36,2,6.03906,1.30664
237,"hectorSA-0237",0.36,2,3.03906,3.05664
238,"hectorSA-0238",0.36,2,1.53906,2.18164
239,"hectorSA-0239",0.36,2,4.53906,3.93164
240,"hectorSA-0240",0.36,2,6.97656,3.16602
241,"hectorSA-0241",0.36,2,3.97656,1.41602
242,"hectorSA-0242",0.36,2,2.47656,2.29102
243,"hectorSA-0243",0.36,2,5.47656,0.54102
244,"hectorSA-0244",0.36,2,3.22656,3.60352
245,"hectorSA-0245",0.36,2,6.22656,1.85352
246,"hectorSA-0246",0.36,2,4.72656,2.72852
247,"hectorSA-0247",0.36,2,1.72656,0.97852
248,"hectorSA-0248",0.36,2,5.10156,2.07227
249,"hectorSA-0249",0.36,2,2.10156,3.82227
250,"hectorSA-0250",0.36,2,3.60156,1.19727
251,"hectorSA-0251",0.36,2,6.60156,2.94727
252,"hectorSA-0252",0.36,2,1.35156,1.63477
253,"hectorSA-0253",0.36,2,4.35156,3.38477
254,"hectorSA-0254",0.36,2,5.85156,0.75977
255,"hectorSA-0255",0.36,2,2.85156,2.50977
256,"hectorSA-0256",0.36,2,4.92578,1.49121
257,"hectorSA-0257",0.36,2,1.92578,3.24121
258,"hectorSA-0258",0.36,2,3.42578,0.61621
259,"hectorSA-0259",0.36,2,6.42578,2.36621
260,"hectorSA-0260",0.36,2,1.17578,1.92871
261,"hectorSA-0261",0.36,2,4.17578,3.67871
262,"hectorSA-0262",0.36,2,5.67578,1.05371
263,"hectorSA-0263",0.36,2,2.67578,2.80371
264,"hectorSA-0264",0.36,2,6.80078,3.89746
265,"hectorSA-0265",0.36,2,3.80078,2.14746
266,"hectorSA-0266",0.36,2,2.30078,3.02246
267,"hectorSA-0267",0.36,2,5.30078,1.27246
268,"hectorSA-0268",0.36,2,3.05078,3.45996
269,"hectorSA-0269",0.36,2,6.05078,1.70996
270,"hectorSA-0270",0.36,2,4.55078,2.58496
271,"hectorSA-0271",0.36,2,1.55078,0.83496
272,"hectorSA-0272",0.36,2,3.98828,0.94434
273,"hectorSA-0273",0.36,2,6.98828,2.69434
274,"hectorSA-0274",0.36,2,5.48828,1.81934
275,"hectorSA-0275",0.36,2,2.48828,3.56934
276,"hectorSA-0276",0.36,2,6.23828,0.50684
277,"hectorSA-0277",0.36,2,3.23828,2.25684
278,"hectorSA-0278",0.36,2,1.73828,1.38184
279,"hectorSA-0279",0.36,2,4.73828,3.13184
280,"hectorSA-0280",0.36,2,2.11328,2.47559
281,"hectorSA-0281",0.36,2,5.11328,0.72559
282,"hectorSA-0282",0.36,2,6.61328,3.35059
283,"hectorSA-0283",0.36,2,3.61328,1.60059
284,"hectorSA-0284",0.36,2,4.36328,2.91309
285,"hectorSA-0285",0.36,2,1.36328,1.16309
286,"hectorSA-0286",0.36,2,2.86328,3.78809
287,"hectorSA-0287",0.36,2,5.86328,2.03809
288,"hectorSA-0288",0.36,2,2.39453,3.51465
289,"hectorSA-0289",0.36,2,5.39453,1.76465
290,"hectorSA-0290",0.36,2,6.89453,2.63965
291,"hectorSA-0291",0.36,2,3.89453,0.88965
292,"hectorSA-0292",0.36,2,4.64453,3.95215
293,"hectorSA-0293",0.36,2,1.64453,2.20215
294,"hectorSA-0294",0.36,2,3.14453,3.07715
295,"hectorSA-0295",0.36,2,6.14453,1.32715
296,"hectorSA-0296",0.36,2,3.51953,1.9834
297,"hectorSA-0297",0.36,2,6.51953,3.7334
298,"hectorSA-0298",0.36,2,5.01953,1.1084
299,"hectorSA-0299",0.36,2,2.01953,2.8584
300,"hectorSA-0300",0.36,2,5.76953,1.5459
301,"hectorSA-0301",0.36,2,2.76953,3.2959
302,"hectorSA-0302",0.36,2,1.26953,0.6709
303,"hectorSA-0303",0.36,2,4.26953,2.4209
304,"hectorSA-0304",0.36,2,6.33203,2.96777
305,"hectorSA-0305",0.36,2,3.33203,1.21777
306,"hectorSA-0306",0.36,2,1.83203,3.84277
307,"hectorSA-0307",0.36,2,4.83203,2.09277
308,"hectorSA-0308",0.36,2,2.58203,2.53027
309,"hectorSA-0309",0.36,2,5.58203,0.78027
310,"hectorSA-0310",0.36,2,4.08203,3.40527
311,"hectorSA-0311",0.36,2,1.08203,1.65527
312,"hectorSA-0312",0.36,2,5.20703,0.56152
313,"hectorSA-0313",0.36,2,2.20703,2.31152
314,"hectorSA-0314",0.36,2,3.70703,1.43652
315,"hectorSA-0315",0.36,2,6.70703,3.18652
316,"hectorSA-0316",0.36,2,1.45703,0.99902
317,"hectorSA-0317",0.36,2,4.45703,2.74902
318,"hectorSA-0318",0.36,2,5.95703,1.87402
319,"hectorSA-0319",0.36,2,2.95703,3.62402
320,"hectorSA-0320",0.36,2,6.00391,2.33887
321,"hectorSA-0321",0.36,2,3.00391,0.58887
322,"hectorSA-0322",0.36,2,1.50391,3.21387
323,"hectorSA-0323",0.36,2,4.50391,1.46387
324,"hectorSA-0324",0.36,2,3.75391,2.77637
325,"hectorSA-0325",0.36,2,6.75391,1.02637
326,"hectorSA-0326",0.36,2,5.25391,3.65137
327,"hectorSA-0327",0.36,2,2.25391,1.90137
328,"hectorSA-0328",0.36,2,4.12891,1.24512
329,"hectorSA-0329",0.36,2,1.12891,2.99512
330,"hectorSA-0330",0.36,2,2.62891,2.12012
331,"hectorSA-0331",0.36,2,5.62891,3.87012
332,"hectorSA-0332",0.36,2,1.87891,0.80762
333,"hectorSA-0333",0.36,2,4.87891,2.55762
334,"hectorSA-0334",0.36,2,6.37891,1.68262
335,"hectorSA-0335",0.36,2,3.37891,3.43262
336,"hectorSA-0336",0.36,2,1.31641,3.76074
337,"hectorSA-0337",0.36,2,4.31641,2.01074
338,"hectorSA-0338",0.36,2,5.81641,2.88574
339,"hectorSA-0339",0.36,2,2.81641,1.13574
340,"hectorSA-0340",0.36,2,5.06641,3.32324
341,"hectorSA-0341",0.36,2,2.06641,1.57324
342,"hectorSA-0342",0.36,2,3.56641,2.44824
343,"hectorSA-0343",0.36,2,6.56641,0.69824
344,"hectorSA-0344",0.36,2,3.19141,1.79199
345,"hectorSA-0345",0.36,2,6.19141,3.54199
346,"hectorSA-0346",0.36,2,4.69141,0.91699
347,"hectorSA-0347",0.36,2,1.69141,2.66699
348,"hectorSA-0348",0.36,2,6.94141,2.22949
349,"hectorSA-0349",0.36,2,3.94141,3.97949
350,"hectorSA-0350",0.36,2,2.44141,1.35449
351,"hectorSA-0351",0.36,2,5.44141,3.10449
352,"hectorSA-0352",0.36,2,2.72266,0.75293
353,"hectorSA-0353",0.36,2,5.72266,2.50293
354,"hectorSA-0354",0.36,2,4.22266,1.62793
355,"hectorSA-0355",0.36,2,1.22266,3.37793
356,"hectorSA-0356",0.36,2,6.47266,1.19043
357,"hectorSA-0357",0.36,2,3.47266,2.94043
358,"hectorSA-0358",0.36,2,1.97266,2.06543
359,"hectorSA-0359",0.36,2,4.97266,3.81543
360,"hectorSA-0360",0.36,2,1.59766,2.72168
361,"hectorSA-0361",0.36,2,4.59766,0.97168
362,"hectorSA-0362",0.36,2,6.09766,3.59668
363,"hectorSA-0363",0.36,2,3.09766,1.84668
364,"hectorSA-0364",0.36,2,5.34766,2.28418
365,"hectorSA-0365",0.36,2,2.34766,0.53418
366,"hectorSA-0366",0.36,2,3.84766,3.15918
367,"hectorSA-0367",0.36,2,6.84766,1.40918
368,"hectorSA-0368",0.36,2,4.41016,2.1748
369,"hectorSA-0369",0.36,2,1.41016,3.9248
370,"hectorSA-0370",0.36,2,2.91016,1.2998
371,"hectorSA-0371",0.36,2,5.91016,3.0498
372,"hectorSA-0372",0.36,2,2.16016,1.7373
373,"hectorSA-0373",0.36,2,5.16016,3.4873
374,"hectorSA-0374",0.36,2,6.66016,0.8623
375,"hectorSA-0375",0.36,2,3.66016,2.6123
376,"hectorSA-0376",0.36,2,5.53516,3.26855
377,"hectorSA-0377",0.36,2,2.53516,1.51855
378,"hectorSA-0378",0.36,2,1.03516,2.39355
379,"hectorSA-0379",0.36,2,4.03516,0.64355
380,"hectorSA-0380",0.36,2,3.28516,3.70605
381,"hectorSA-0381",0.36,2,6.28516,1.95605
382,"hectorSA-0382",0.36,2,4.78516,2.83105
383,"hectorSA-0383",0.36,2,1.78516,1.08105
384,"hectorSA-0384",0.36,2,3.58984,3.03613
385,"hectorSA-0385",0.36,2,6.58984,1.28613
386,"hectorSA-0386",0.36,2,5.08984,3.91113
387,"hectorSA-0387",0.36,2,2.08984,2.16113
388,"hectorSA-0388",0.36,2,5.83984,2.59863
389,"hectorSA-0389",0.36,2,2.83984,0.84863
390,"hectorSA-0390",0.36,2,1.33984,3.47363
391,"hectorSA-0391",0.36,2,4.33984,1.72363
392,"hectorSA-0392",0.36,2,2.46484,0.62988
393,"hectorSA-0393",0.36,2,5.46484,2.37988
394,"hectorSA-0394",0.36,2,6.96484,1.50488
395,"hectorSA-0395",0.36,2,3.96484,3.25488
396,"hectorSA-0396",0.36,2,4.71484,1.06738
397,"hectorSA-0397",0.36,2,1.71484,2.81738
398,"hectorSA-0398",0.36,2,3.21484,1.94238
399,"hectorSA-0399",0.36,2,6.21484,3.69238
400,"hectorSA-0400",0.36,2,5.27734,3.36426
401,"hectorSA-0401",0.36,2,2.27734,1.61426
402,"hectorSA-0402",0.36,2,3.77734,2.48926
403,"hectorSA-0403",0.36,2,6.77734,0.73926
404,"hectorSA-0404",0.36,2,1.52734,3.80176
405,"hectorSA-0405",0.36,2,4.52734,2.05176
406,"hectorSA-0406",0.36,2,6.02734,2.92676
407,"hectorSA-0407",0.36,2,3.02734,1.17676
408,"hectorSA-0408",0.36,2,6.40234,1.83301
409,"hectorSA-0409",0.36,2,3.40234,3.58301
410,"hectorSA-0410",0.36,2,1.90234,0.95801
411,"hectorSA-0411",0.36,2,4.90234,2.70801
412,"hectorSA-0412",0.36,2,2.65234,1.39551
413,"hectorSA-0413",0.36,2,5.65234,3.14551
414,"hectorSA-0414",0.36,2,4.15234,0.52051
415,"hectorSA-0415",0.36,2,1.15234,2.27051
416,"hectorSA-0416",0.36,2,6.68359,1.12207
417,"hectorSA-0417",0.36,2,3.68359,2.87207
418,"hectorSA-0418",0.36,2,2.18359,1.99707
419,"hectorSA-0419",0.36,2,5.18359,3.74707
420,"hectorSA-0420",0.36,2,2.93359,0.68457
421,"hectorSA-0421",0.36,2,5.93359,2.43457
422,"hectorSA-0422",0.36,2,4.43359,1.55957
423,"hectorSA-0423",0.36,2,1.43359,3.30957
424,"hectorSA-0424",0.36,2,4.80859,2.65332
425,"hectorSA-0425",0.36,2,1.80859,0.90332
426,"hectorSA-0426",0.36,2,3.30859,3.52832
427,"hectorSA-0427",0.36,2,6.30859,1.77832
428,"hectorSA-0428",0.36,2,1.05859,3.09082
429,"hectorSA-0429",0.36,2,4.05859,1.34082
430,"hectorSA-0430",0.36,2,5.55859,3.96582
431,"hectorSA-0431",0.36,2,2.55859,2.21582
432,"hectorSA-0432",0.36,2,1.99609,1.4502
433,"hectorSA-0433",0.36,2,4.99609,3.2002
434,"hectorSA-0434",0.36,2,6.49609,0.5752
435,"hectorSA-0435",0.36,2,3.49609,2.3252
436,"hectorSA-0436",0.36,2,4.24609,1.8877
437,"hectorSA-0437",0.36,2,1.24609,3.6377
438,"hectorSA-0438",0.36,2,2.74609,1.0127
439,"hectorSA-0439",0.36,2,5.74609,2.7627
440,"hectorSA-0440",0.36,2,3.87109,3.85645
441,"hectorSA-0441",0.36,2,6.87109,2.10645
442,"hectorSA-0442",0.36,2,5.37109,2.98145
443,"hectorSA-0443",0.36,2,2.37109,1.23145
444,"hectorSA-0444",0.36,2,6.12109,3.41895
445,"hectorSA-0445",0.36,2,3.12109,1.66895
446,"hectorSA-0446",0.36,2,1.62109,2.54395
447,"hectorSA-0447",0.36,2,4.62109,0.79395
448,"hectorSA-0448",0.36,2,1.66797,2.13379
449,"hectorSA-0449",0.36,2,4.66797,3.88379
450,"hectorSA-0450",0.36,2,6.16797,1.25879
451,"hectorSA-0451",0.36,2,3.16797,3.00879
452,"hectorSA-0452",0.36,2,5.41797,1.69629
453,"hectorSA-0453",0.36,2,2.41797,3.44629
454,"hectorSA-0454",0.36,2,3.91797,0.82129
455,"hectorSA-0455",0.36,2,6.91797,2.57129
456,"hectorSA-0456",0.36,2,2.79297,3.22754
457,"hectorSA-0457",0.36,2,5.79297,1.47754
458,"hectorSA-0458",0.36,2,4.29297,2.35254
459,"hectorSA-0459",0.36,2,1.29297,0.60254
460,"hectorSA-0460",0.36,2,6.54297,3.66504
461,"hectorSA-0461",0.36,2,3.54297,1.91504
462,"hectorSA-0462",0.36,2,2.04297,2.79004
463,"hectorSA-0463",0.36,2,5.04297,1.04004
464,"hectorSA-0464",0.36,2,5.60547,0.93066
465,"hectorSA-0465",0.36,2,2.60547,2.68066
466,"hectorSA-0466",0.36,2,1.10547,1.80566
467,"hectorSA-0467",0.36,2,4.10547,3.55566
468,"hectorSA-0468",0.36,2,3.35547,1.36816
469,"hectorSA-0469",0.36,2,6.35547,3.11816
470,"hectorSA-0470",0.36,2,4.85547,2.24316
471,"hectorSA-0471",0.36,2,1.85547,3.99316
472,"hectorSA-0472",0.36,2,4.48047,2.89941
473,"hectorSA-0473",0.36,2,1.48047,1.14941
474,"hectorSA-0474",0.36,2,2.98047,3.77441
475,"hectorSA-0475",0.36,2,5.98047,2.02441
476,"hectorSA-0476",0.36,2,2.23047,2.46191
477,"hectorSA-0477",0.36,2,5.23047,0.71191
478,"hectorSA-0478",0.36,2,6.73047,3.33691
479,"hectorSA-0479",0.36,2,3.73047,1.58691
480,"hectorSA-0480",0.36,2,4.01172,3.61035
481,"hectorSA-0481",0.36,2,1.01172,1.86035
482,"hectorSA-0482",0.36,2,2.51172,2.73535
483,"hectorSA-0483",0.36,2,5.51172,0.98535
484,"hectorSA-0484",0.36,2,1.76172,3.17285
485,"hectorSA-0485",0.36,2,4.76172,1.42285
486,"hectorSA-0486",0.36,2,6.26172,2.29785
487,"hectorSA-0487",0.36,2,3.26172,0.54785
488,"hectorSA-0488",0.36,2,5.88672,1.6416
489,"hectorSA-0489",0.36,2,2.88672,3.3916
490,"hectorSA-0490",0.36,2,1.38672,0.7666
491,"hectorSA-0491",0.36,2,4.38672,2.5166
492,"hectorSA-0492",0.36,2,3.63672,2.0791
493,"hectorSA-0493",0.36,2,6.63672,3.8291
494,"hectorSA-0494",0.36,2,5.13672,1.2041
495,"hectorSA-0495",0.36,2,2.13672,2.9541
496,"hectorSA-0496",0.36,2,3.07422,2.40723
497,"hectorSA-0497",0.36,2,6.07422,0.65723
498,"hectorSA-0498",0.36,2,4.57422,3.28223
499,"hectorSA-0499",0.36,2,1.57422,1.53223
